source,target,relation,relation_detail,weight,directed,relation_family,provenance
cryptography,computer_science,structure,part_of,0.96,true,structure,curated core
computer_networks,computer_science,structure,part_of,0.96,true,structure,curated core
artificial_intelligence,computer_science,structure,part_of,0.96,true,structure,curated core
machine_learning,computer_science,structure,part_of,0.96,true,structure,curated core
deep_learning,computer_science,structure,part_of,0.96,true,structure,curated core
reinforcement_learning,computer_science,structure,part_of,0.96,true,structure,curated core
computer_vision,computer_science,structure,part_of,0.96,true,structure,curated core
natural_language_processing,computer_science,structure,part_of,0.96,true,structure,curated core
transformers,computer_science,structure,part_of,0.96,true,structure,curated core
graph_neural_networks,computer_science,structure,part_of,0.96,true,structure,curated core
quantum_computing,computer_science,structure,part_of,0.96,true,structure,curated core
robotics,engineering,structure,part_of,0.96,true,structure,curated core
control_theory,engineering,structure,part_of,0.96,true,structure,curated core
cell_biology,biology,structure,part_of,0.96,true,structure,curated core
molecular_biology,biology,structure,part_of,0.96,true,structure,curated core
genetics,biology,structure,part_of,0.96,true,structure,curated core
evolution,biology,structure,part_of,0.96,true,structure,curated core
ecology,biology,structure,part_of,0.96,true,structure,curated core
developmental_biology,biology,structure,part_of,0.96,true,structure,curated core
immunology,biology,structure,part_of,0.96,true,structure,curated core
microbiology,biology,structure,part_of,0.96,true,structure,curated core
virology,biology,structure,part_of,0.96,true,structure,curated core
systems_biology,biology,structure,part_of,0.96,true,structure,curated core
synthetic_biology,biology,structure,part_of,0.96,true,structure,curated core
bioinformatics,biology,structure,part_of,0.96,true,structure,curated core
population_genetics,biology,structure,part_of,0.96,true,structure,curated core
epigenetics,biology,structure,part_of,0.96,true,structure,curated core
homeostasis,biology,structure,part_of,0.96,true,structure,curated core
natural_selection,biology,structure,part_of,0.96,true,structure,curated core
gene_regulation,biology,structure,part_of,0.96,true,structure,curated core
dna,biology,structure,part_of,0.96,true,structure,curated core
rna,biology,structure,part_of,0.96,true,structure,curated core
protein,biology,structure,part_of,0.96,true,structure,curated core
gene,biology,structure,part_of,0.96,true,structure,curated core
genome,biology,structure,part_of,0.96,true,structure,curated core
metabolism,biochemistry,structure,part_of,0.96,true,structure,curated core
enzyme,biochemistry,structure,part_of,0.96,true,structure,curated core
atp,biochemistry,structure,part_of,0.96,true,structure,curated core
cellular_respiration,biochemistry,structure,part_of,0.96,true,structure,curated core
photosynthesis,biochemistry,structure,part_of,0.96,true,structure,curated core
protein_folding,biochemistry,structure,part_of,0.96,true,structure,curated core
molecular_dynamics,biochemistry,structure,part_of,0.96,true,structure,curated core
chemical_bonding,chemistry,structure,part_of,0.96,true,structure,curated core
reaction_kinetics,chemistry,structure,part_of,0.96,true,structure,curated core
quantum_chemistry,chemistry,structure,part_of,0.96,true,structure,curated core
organic_chemistry,chemistry,structure,part_of,0.96,true,structure,curated core
neuron,neurobiology,structure,part_of,0.96,true,structure,curated core
synapse,neurobiology,structure,part_of,0.96,true,structure,curated core
action_potential,neurobiology,structure,part_of,0.96,true,structure,curated core
neurotransmitter,neurobiology,structure,part_of,0.96,true,structure,curated core
neural_plasticity,neuroscience,structure,part_of,0.96,true,structure,curated core
hebbian_learning,neuroscience,structure,part_of,0.96,true,structure,curated core
predictive_coding,neuroscience,structure,part_of,0.96,true,structure,curated core
neural_coding,neuroscience,structure,part_of,0.96,true,structure,curated core
connectome,neuroscience,structure,part_of,0.96,true,structure,curated core
brain_networks,neuroscience,structure,part_of,0.96,true,structure,curated core
memory,neuroscience,structure,part_of,0.96,true,structure,curated core
attention,neuroscience,structure,part_of,0.96,true,structure,curated core
consciousness,neuroscience,structure,part_of,0.96,true,structure,curated core
vision,neuroscience,structure,part_of,0.96,true,structure,curated core
motor_control,neuroscience,structure,part_of,0.96,true,structure,curated core
glia,neurobiology,structure,part_of,0.96,true,structure,curated core
brain_computer_interface,biology,structure,part_of,0.96,true,structure,curated core
fmri,neuroscience,structure,part_of,0.96,true,structure,curated core
eeg,neuroscience,structure,part_of,0.96,true,structure,curated core
neurodegeneration,medicine,structure,part_of,0.96,true,structure,curated core
climate_system,earth_science,structure,part_of,0.96,true,structure,curated core
plate_tectonics,earth_science,structure,part_of,0.96,true,structure,curated core
carbon_cycle,earth_science,structure,part_of,0.96,true,structure,curated core
ocean_circulation,earth_science,structure,part_of,0.96,true,structure,curated core
remote_sensing,earth_science,structure,part_of,0.96,true,structure,curated core
network_science,physics,structure,part_of,0.96,true,structure,curated core
complex_systems,systems_science,structure,part_of,0.96,true,structure,curated core
emergence,systems_science,structure,part_of,0.96,true,structure,curated core
agent_based_modeling,systems_science,structure,part_of,0.96,true,structure,curated core
scientific_method,systems_science,structure,part_of,0.96,true,structure,curated core
measurement,systems_science,structure,part_of,0.96,true,structure,curated core
causal_inference,systems_science,structure,part_of,0.96,true,structure,curated core
computational_modeling,systems_science,structure,part_of,0.96,true,structure,curated core
medical_imaging,medicine,structure,part_of,0.96,true,structure,curated core
genomics,medicine,structure,part_of,0.96,true,structure,curated core
epidemiology,medicine,structure,part_of,0.96,true,structure,curated core
systems_medicine,medicine,structure,part_of,0.96,true,structure,curated core
logic,set_theory,foundation,grounds,0.58,true,foundation,curated core
set_theory,topology,foundation,supports,0.63,true,foundation,curated core
set_theory,probability,foundation,supports,0.68,true,foundation,curated core
category_theory,abstract_algebra,generalization,unifies,0.73,true,generalization,curated core
category_theory,topology,generalization,unifies,0.78,true,generalization,curated core
linear_algebra,functional_analysis,foundation,supports,0.83,true,foundation,curated core
linear_algebra,differential_equations,foundation,supports,0.88,true,foundation,curated core
abstract_algebra,group_theory,structure,contains,0.93,true,structure,curated core
abstract_algebra,ring_theory,structure,contains,0.58,true,structure,curated core
group_theory,symmetry_breaking,explanation,models,0.63,true,explanation,curated core
group_theory,cryptography,foundation,supports,0.68,true,foundation,curated core
number_theory,cryptography,foundation,supports,0.73,true,foundation,curated core
calculus,real_analysis,foundation,formalized_by,0.78,true,foundation,curated core
calculus,differential_equations,foundation,supports,0.83,true,foundation,curated core
real_analysis,probability,foundation,supports,0.88,true,foundation,curated core
complex_analysis,quantum_field_theory,foundation,supports,0.93,true,foundation,curated core
functional_analysis,quantum_mechanics,foundation,supports,0.58,true,foundation,curated core
differential_geometry,general_relativity,foundation,language_of,0.63,true,foundation,curated core
topology,tda,foundation,enables,0.68,true,foundation,curated core
graph_theory,network_science,foundation,supports,0.73,true,foundation,curated core
probability,statistics,foundation,supports,0.78,true,foundation,curated core
probability,statistical_mechanics,foundation,supports,0.83,true,foundation,curated core
probability,machine_learning,foundation,supports,0.88,true,foundation,curated core
bayesian_inference,statistics,structure,part_of,0.93,true,structure,curated core
bayesian_inference,predictive_coding,association,informs,0.58,true,association,curated core
information_theory,statistics,interaction,connects,0.63,true,interaction,curated core
information_theory,computer_science,foundation,supports,0.68,true,foundation,curated core
optimization,machine_learning,foundation,enables,0.73,true,foundation,curated core
numerical_analysis,computational_modeling,foundation,enables,0.78,true,foundation,curated core
dynamical_systems,nonlinear_dynamics,structure,contains,0.83,true,structure,curated core
dynamical_systems,control_theory,foundation,supports,0.88,true,foundation,curated core
game_theory,reinforcement_learning,association,informs,0.93,true,association,curated core
classical_mechanics,special_relativity,generalization,extended_by,0.58,true,generalization,curated core
classical_mechanics,fluid_dynamics,foundation,supports,0.63,true,foundation,curated core
thermodynamics,statistical_mechanics,explanation,explained_by,0.68,true,explanation,curated core
statistical_mechanics,information_theory,interaction,connects,0.73,true,interaction,curated core
electromagnetism,optics,explanation,explains,0.78,true,explanation,curated core
electromagnetism,special_relativity,interaction,consistent_with,0.83,true,interaction,curated core
special_relativity,general_relativity,generalization,generalized_by,0.88,true,generalization,curated core
quantum_mechanics,quantum_field_theory,generalization,generalized_by,0.93,true,generalization,curated core
quantum_field_theory,standard_model,explanation,implements,0.58,true,explanation,curated core
standard_model,particle_physics,explanation,explains,0.63,true,explanation,curated core
quantum_mechanics,quantum_chemistry,foundation,enables,0.68,true,foundation,curated core
quantum_mechanics,quantum_computing,foundation,enables,0.73,true,foundation,curated core
quantum_mechanics,wave_particle_duality,explanation,explains,0.78,true,explanation,curated core
symmetry_breaking,standard_model,association,organizes,0.83,true,association,curated core
general_relativity,black_holes,explanation,predicts,0.88,true,explanation,curated core
general_relativity,gravitational_waves,explanation,predicts,0.93,true,explanation,curated core
stellar_evolution,black_holes,process,produces,0.58,true,process,curated core
nuclear_physics,stellar_evolution,explanation,explains,0.63,true,explanation,curated core
plasma_physics,stellar_evolution,foundation,supports,0.68,true,foundation,curated core
cosmology,big_bang,explanation,modeled_by,0.73,true,explanation,curated core
cosmology,dark_matter,association,studies,0.78,true,association,curated core
cosmology,dark_energy,association,studies,0.83,true,association,curated core
dark_matter,galaxy_dynamics,explanation,explains,0.88,true,explanation,curated core
optics,remote_sensing,foundation,enables,0.93,true,foundation,curated core
algorithms,data_structures,association,uses,0.58,true,association,curated core
logic,computability,foundation,supports,0.63,true,foundation,curated core
computability,complexity_theory,foundation,precedes,0.68,true,foundation,curated core
programming_languages,algorithms,association,expresses,0.73,true,association,curated core
operating_systems,distributed_systems,foundation,supports,0.78,true,foundation,curated core
computer_networks,distributed_systems,foundation,supports,0.83,true,foundation,curated core
databases,distributed_systems,explanation,implemented_as,0.88,true,explanation,curated core
cryptography,computer_networks,application,secures,0.93,true,application,curated core
artificial_intelligence,machine_learning,structure,contains,0.58,true,structure,curated core
machine_learning,deep_learning,structure,contains,0.63,true,structure,curated core
machine_learning,statistics,association,uses,0.68,true,association,curated core
deep_learning,transformers,structure,contains,0.73,true,structure,curated core
deep_learning,graph_neural_networks,structure,contains,0.78,true,structure,curated core
transformers,natural_language_processing,application,powers,0.83,true,application,curated core
deep_learning,computer_vision,application,powers,0.88,true,application,curated core
reinforcement_learning,robotics,application,controls,0.93,true,application,curated core
control_theory,robotics,foundation,supports,0.58,true,foundation,curated core
graph_theory,graph_neural_networks,association,structures,0.63,true,association,curated core
information_theory,deep_learning,application,analyzes,0.68,true,application,curated core
tda,machine_learning,application,augments,0.73,true,application,curated core
cell_biology,molecular_biology,interaction,connects,0.78,true,interaction,curated core
molecular_biology,genetics,foundation,supports,0.83,true,foundation,curated core
genetics,evolution,foundation,supports,0.88,true,foundation,curated core
evolution,natural_selection,process,driven_by,0.93,true,process,curated core
genetics,population_genetics,structure,contains,0.58,true,structure,curated core
ecology,evolution,interaction,interacts_with,0.63,true,interaction,curated core
developmental_biology,gene_regulation,association,depends_on,0.68,true,association,curated core
epigenetics,gene_regulation,association,modulates,0.73,true,association,curated core
dna,gene,structure,contains,0.78,true,structure,curated core
gene,genome,structure,part_of,0.83,true,structure,curated core
dna,rna,information flow,transcribed_to,0.88,true,information flow,curated core
rna,protein,information flow,translated_to,0.93,true,information flow,curated core
protein,enzyme,association,can_form,0.58,true,association,curated core
enzyme,metabolism,process,catalyzes,0.63,true,process,curated core
atp,metabolism,interaction,couples_energy_in,0.68,true,interaction,curated core
cellular_respiration,atp,process,produces,0.73,true,process,curated core
photosynthesis,metabolism,process,feeds,0.78,true,process,curated core
protein_folding,protein,process,shapes,0.83,true,process,curated core
molecular_dynamics,protein_folding,explanation,models,0.88,true,explanation,curated core
quantum_chemistry,chemical_bonding,explanation,explains,0.93,true,explanation,curated core
reaction_kinetics,enzyme,explanation,models,0.58,true,explanation,curated core
organic_chemistry,biochemistry,foundation,supports,0.63,true,foundation,curated core
microbiology,virology,structure,contains,0.68,true,structure,curated core
immunology,virology,association,responds_to,0.73,true,association,curated core
synthetic_biology,gene_regulation,application,engineers,0.78,true,application,curated core
bioinformatics,genomics,foundation,enables,0.83,true,foundation,curated core
bioinformatics,machine_learning,association,uses,0.88,true,association,curated core
systems_biology,network_science,association,uses,0.93,true,association,curated core
systems_biology,metabolism,explanation,models,0.58,true,explanation,curated core
neuron,action_potential,process,generates,0.63,true,process,curated core
neuron,synapse,association,forms,0.68,true,association,curated core
synapse,neurotransmitter,association,uses,0.73,true,association,curated core
neural_plasticity,synapse,association,modifies,0.78,true,association,curated core
hebbian_learning,neural_plasticity,explanation,models,0.83,true,explanation,curated core
neural_coding,information_theory,association,uses,0.88,true,association,curated core
brain_networks,connectome,application,analyzes,0.93,true,application,curated core
brain_networks,network_science,association,uses,0.58,true,association,curated core
predictive_coding,bayesian_inference,association,uses,0.63,true,association,curated core
memory,neural_plasticity,association,depends_on,0.68,true,association,curated core
attention,predictive_coding,interaction,interacts_with,0.73,true,interaction,curated core
vision,computer_vision,association,inspires,0.78,true,association,curated core
motor_control,control_theory,explanation,modeled_by,0.83,true,explanation,curated core
brain_computer_interface,neural_coding,information flow,decodes,0.88,true,information flow,curated core
fmri,brain_networks,information flow,measures,0.93,true,information flow,curated core
eeg,neural_coding,information flow,measures,0.58,true,information flow,curated core
glia,synapse,association,modulates,0.63,true,association,curated core
neurodegeneration,neuron,process,damages,0.68,true,process,curated core
deep_learning,neuroscience,association,inspired_by,0.73,true,association,curated core
consciousness,brain_networks,association,investigated_via,0.78,true,association,curated core
climate_system,fluid_dynamics,association,uses,0.83,true,association,curated core
climate_system,thermodynamics,association,uses,0.88,true,association,curated core
climate_system,carbon_cycle,interaction,couples,0.93,true,interaction,curated core
ocean_circulation,climate_system,process,regulates,0.58,true,process,curated core
plate_tectonics,dynamical_systems,explanation,modeled_by,0.63,true,explanation,curated core
remote_sensing,climate_system,information flow,observes,0.68,true,information flow,curated core
carbon_cycle,photosynthesis,interaction,couples,0.73,true,interaction,curated core
ecology,climate_system,interaction,interacts_with,0.78,true,interaction,curated core
complex_systems,emergence,association,exhibits,0.83,true,association,curated core
complex_systems,network_science,association,uses,0.88,true,association,curated core
agent_based_modeling,complex_systems,explanation,models,0.93,true,explanation,curated core
nonlinear_dynamics,complex_systems,explanation,explains,0.58,true,explanation,curated core
scientific_method,measurement,foundation,requires,0.63,true,foundation,curated core
statistics,scientific_method,foundation,supports,0.68,true,foundation,curated core
causal_inference,statistics,generalization,extends,0.73,true,generalization,curated core
causal_inference,epidemiology,foundation,supports,0.78,true,foundation,curated core
computational_modeling,differential_equations,explanation,implements,0.83,true,explanation,curated core
computational_modeling,agent_based_modeling,structure,includes,0.88,true,structure,curated core
medical_imaging,fmri,structure,includes,0.93,true,structure,curated core
genomics,systems_medicine,foundation,supports,0.58,true,foundation,curated core
epidemiology,systems_medicine,association,informs,0.63,true,association,curated core
systems_medicine,systems_biology,association,uses,0.68,true,association,curated core
machine_learning,medical_imaging,application,analyzes,0.73,true,application,curated core
machine_learning,genomics,application,analyzes,0.78,true,application,curated core
tda,brain_networks,application,analyzes,0.83,true,application,curated core
tda,protein_folding,application,analyzes,0.88,true,application,curated core
graph_neural_networks,molecular_biology,explanation,models,0.93,true,explanation,curated core
quantum_computing,cryptography,association,challenges,0.58,true,association,curated core
information_theory,genetics,explanation,interprets,0.63,true,explanation,curated core
dynamical_systems,gene_regulation,explanation,models,0.68,true,explanation,curated core
optimization,protein_folding,explanation,models,0.73,true,explanation,curated core
fluid_dynamics,ocean_circulation,explanation,models,0.78,true,explanation,curated core
ecology,carbon_cycle,interaction,interacts_with,0.62,false,interaction,curated core
protein,rna,interaction,interacts_with,0.66,false,interaction,curated core
attention,memory,interaction,interacts_with,0.7,false,interaction,curated core
dark_matter,dark_energy,interaction,contrasted_with,0.74,false,interaction,curated core
biology,chemistry,interaction,bridges,0.78,false,interaction,curated core
neurobiology,neuroscience,interaction,bridges,0.62,false,interaction,curated core
mathematics,computer_science,interaction,bridges,0.66,false,interaction,curated core
physics,chemistry,interaction,bridges,0.7,false,interaction,curated core
biochemistry,molecular_biology,interaction,bridges,0.74,false,interaction,curated core
systems_science,engineering,interaction,bridges,0.78,false,interaction,curated core
atlas_mathematical_sciences_foundations_and_logic,atlas_mathematical_sciences_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_mathematical_sciences_foundations_and_logic_proof_theory,atlas_mathematical_sciences_foundations_and_logic,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_proof_theory_theoretical_foundations,atlas_mathematical_sciences_foundations_and_logic_proof_theory,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_proof_theory_methods_and_instruments,atlas_mathematical_sciences_foundations_and_logic_proof_theory,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_proof_theory_open_questions,atlas_mathematical_sciences_foundations_and_logic_proof_theory,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_proof_theory_applications_and_implicatio,atlas_mathematical_sciences_foundations_and_logic_proof_theory,application,application_of,0.82,true,application,atlas taxonomy
atlas_mathematical_sciences_foundations_and_logic_model_theory,atlas_mathematical_sciences_foundations_and_logic,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_model_theory_theoretical_foundations,atlas_mathematical_sciences_foundations_and_logic_model_theory,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_model_theory_methods_and_instruments,atlas_mathematical_sciences_foundations_and_logic_model_theory,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_model_theory_open_questions,atlas_mathematical_sciences_foundations_and_logic_model_theory,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_model_theory_applications_and_implicatio,atlas_mathematical_sciences_foundations_and_logic_model_theory,application,application_of,0.82,true,application,atlas taxonomy
atlas_mathematical_sciences_foundations_and_logic_axiomatic_set_theory,atlas_mathematical_sciences_foundations_and_logic,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_axiomatic_set_theory_theoretical_foundat,atlas_mathematical_sciences_foundations_and_logic_axiomatic_set_theory,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_axiomatic_set_theory_methods_and_instrum,atlas_mathematical_sciences_foundations_and_logic_axiomatic_set_theory,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_axiomatic_set_theory_open_questions,atlas_mathematical_sciences_foundations_and_logic_axiomatic_set_theory,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_axiomatic_set_theory_applications_and_im,atlas_mathematical_sciences_foundations_and_logic_axiomatic_set_theory,application,application_of,0.82,true,application,atlas taxonomy
atlas_mathematical_sciences_foundations_and_logic_type_theory,atlas_mathematical_sciences_foundations_and_logic,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_type_theory_theoretical_foundations,atlas_mathematical_sciences_foundations_and_logic_type_theory,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_type_theory_methods_and_instruments,atlas_mathematical_sciences_foundations_and_logic_type_theory,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_type_theory_open_questions,atlas_mathematical_sciences_foundations_and_logic_type_theory,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_type_theory_applications_and_implication,atlas_mathematical_sciences_foundations_and_logic_type_theory,application,application_of,0.82,true,application,atlas taxonomy
atlas_mathematical_sciences_foundations_and_logic_computability_and_undecidability,atlas_mathematical_sciences_foundations_and_logic,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_computability_and_undecidability_theoret,atlas_mathematical_sciences_foundations_and_logic_computability_and_undecidability,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_computability_and_undecidability_methods,atlas_mathematical_sciences_foundations_and_logic_computability_and_undecidability,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_computability_and_undecidability_open_qu,atlas_mathematical_sciences_foundations_and_logic_computability_and_undecidability,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_foundations_and_logic_computability_and_undecidability_applica,atlas_mathematical_sciences_foundations_and_logic_computability_and_undecidability,application,application_of,0.82,true,application,atlas taxonomy
atlas_mathematical_sciences_foundations_and_logic_proof_theory,atlas_mathematical_sciences_foundations_and_logic_model_theory,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_mathematical_sciences_foundations_and_logic_model_theory,atlas_mathematical_sciences_foundations_and_logic_axiomatic_set_theory,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_mathematical_sciences_foundations_and_logic_axiomatic_set_theory,atlas_mathematical_sciences_foundations_and_logic_type_theory,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_mathematical_sciences_foundations_and_logic_type_theory,atlas_mathematical_sciences_foundations_and_logic_computability_and_undecidability,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_mathematical_sciences_algebra,atlas_mathematical_sciences_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_mathematical_sciences_algebra_group_representations,atlas_mathematical_sciences_algebra,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_mathematical_sciences_algebra_group_representations_theoretical_foundations,atlas_mathematical_sciences_algebra_group_representations,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_algebra_group_representations_methods_and_instruments,atlas_mathematical_sciences_algebra_group_representations,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_algebra_group_representations_open_questions,atlas_mathematical_sciences_algebra_group_representations,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_algebra_group_representations_applications_and_implications,atlas_mathematical_sciences_algebra_group_representations,application,application_of,0.82,true,application,atlas taxonomy
atlas_mathematical_sciences_algebra_commutative_rings,atlas_mathematical_sciences_algebra,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_mathematical_sciences_algebra_commutative_rings_theoretical_foundations,atlas_mathematical_sciences_algebra_commutative_rings,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_algebra_commutative_rings_methods_and_instruments,atlas_mathematical_sciences_algebra_commutative_rings,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_algebra_commutative_rings_open_questions,atlas_mathematical_sciences_algebra_commutative_rings,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_algebra_commutative_rings_applications_and_implications,atlas_mathematical_sciences_algebra_commutative_rings,application,application_of,0.82,true,application,atlas taxonomy
atlas_mathematical_sciences_algebra_homological_algebra,atlas_mathematical_sciences_algebra,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_mathematical_sciences_algebra_homological_algebra_theoretical_foundations,atlas_mathematical_sciences_algebra_homological_algebra,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_algebra_homological_algebra_methods_and_instruments,atlas_mathematical_sciences_algebra_homological_algebra,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_algebra_homological_algebra_open_questions,atlas_mathematical_sciences_algebra_homological_algebra,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_algebra_homological_algebra_applications_and_implications,atlas_mathematical_sciences_algebra_homological_algebra,application,application_of,0.82,true,application,atlas taxonomy
atlas_mathematical_sciences_algebra_galois_theory,atlas_mathematical_sciences_algebra,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_mathematical_sciences_algebra_galois_theory_theoretical_foundations,atlas_mathematical_sciences_algebra_galois_theory,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_algebra_galois_theory_methods_and_instruments,atlas_mathematical_sciences_algebra_galois_theory,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_mathematical_sciences_algebra_galois_theory_open_questions,atlas_mathematical_sciences_algebra_galois_theory,association,investigates,0.72,true,association,atlas taxonomy
