id,label,category,domain,discipline,level,importance,complexity,status,source_scope,description
atlas_atlas_public_population_health_environmental_health_occupational_health_open_questions,occupational health: open questions,research frontier,Public Health and Epidemiology,Environmental health,research,9,10,frontier,generated research lens,unresolved mechanisms limits anomalies and emerging research directions for occupational health
atlas_atlas_public_population_health_environmental_health_occupational_health_applications_and_i,occupational health: applications and implications,application,Public Health and Epidemiology,Environmental health,advanced,7,8,active,generated research lens,scientific technological clinical environmental or societal uses for occupational health
atlas_public_population_health_environmental_health_exposure_science,exposure science,topic,Public Health and Epidemiology,Environmental health,advanced,8,8,active,subject taxonomy,A scientific subject studied within Environmental health
atlas_atlas_public_population_health_environmental_health_exposure_science_theoretical_foundatio,exposure science: theoretical foundations,theory,Public Health and Epidemiology,Environmental health,advanced,7,8,established,generated research lens,formal models assumptions and governing principles for exposure science
atlas_atlas_public_population_health_environmental_health_exposure_science_methods_and_instrumen,exposure science: methods and instruments,method,Public Health and Epidemiology,Environmental health,advanced,7,8,active,generated research lens,measurement computation experiments and analytical methods for exposure science
atlas_atlas_public_population_health_environmental_health_exposure_science_open_questions,exposure science: open questions,research frontier,Public Health and Epidemiology,Environmental health,research,9,10,frontier,generated research lens,unresolved mechanisms limits anomalies and emerging research directions for exposure science
atlas_atlas_public_population_health_environmental_health_exposure_science_applications_and_impl,exposure science: applications and implications,application,Public Health and Epidemiology,Environmental health,advanced,7,8,active,generated research lens,scientific technological clinical environmental or societal uses for exposure science
atlas_public_population_health_environmental_health_toxicology,toxicology,topic,Public Health and Epidemiology,Environmental health,advanced,8,8,active,subject taxonomy,A scientific subject studied within Environmental health
atlas_atlas_public_population_health_environmental_health_toxicology_theoretical_foundations,toxicology: theoretical foundations,theory,Public Health and Epidemiology,Environmental health,advanced,7,8,established,generated research lens,formal models assumptions and governing principles for toxicology
atlas_atlas_public_population_health_environmental_health_toxicology_methods_and_instruments,toxicology: methods and instruments,method,Public Health and Epidemiology,Environmental health,advanced,7,8,active,generated research lens,measurement computation experiments and analytical methods for toxicology
atlas_atlas_public_population_health_environmental_health_toxicology_open_questions,toxicology: open questions,research frontier,Public Health and Epidemiology,Environmental health,research,9,10,frontier,generated research lens,unresolved mechanisms limits anomalies and emerging research directions for toxicology
atlas_atlas_public_population_health_environmental_health_toxicology_applications_and_implicatio,toxicology: applications and implications,application,Public Health and Epidemiology,Environmental health,advanced,7,8,active,generated research lens,scientific technological clinical environmental or societal uses for toxicology
atlas_public_population_health_environmental_health_climate_and_health,climate and health,topic,Public Health and Epidemiology,Environmental health,advanced,8,8,active,subject taxonomy,A scientific subject studied within Environmental health
atlas_atlas_public_population_health_environmental_health_climate_and_health_theoretical_foundat,climate and health: theoretical foundations,theory,Public Health and Epidemiology,Environmental health,advanced,7,8,established,generated research lens,formal models assumptions and governing principles for climate and health
atlas_atlas_public_population_health_environmental_health_climate_and_health_methods_and_instrum,climate and health: methods and instruments,method,Public Health and Epidemiology,Environmental health,advanced,7,8,active,generated research lens,measurement computation experiments and analytical methods for climate and health
atlas_atlas_public_population_health_environmental_health_climate_and_health_open_questions,climate and health: open questions,research frontier,Public Health and Epidemiology,Environmental health,research,9,10,frontier,generated research lens,unresolved mechanisms limits anomalies and emerging research directions for climate and health
atlas_atlas_public_population_health_environmental_health_climate_and_health_applications_and_im,climate and health: applications and implications,application,Public Health and Epidemiology,Environmental health,advanced,7,8,active,generated research lens,scientific technological clinical environmental or societal uses for climate and health
atlas_public_population_health_environmental_health_urban_health,urban health,topic,Public Health and Epidemiology,Environmental health,advanced,8,8,active,subject taxonomy,A scientific subject studied within Environmental health
atlas_atlas_public_population_health_environmental_health_urban_health_theoretical_foundations,urban health: theoretical foundations,theory,Public Health and Epidemiology,Environmental health,advanced,7,8,established,generated research lens,formal models assumptions and governing principles for urban health
atlas_atlas_public_population_health_environmental_health_urban_health_methods_and_instruments,urban health: methods and instruments,method,Public Health and Epidemiology,Environmental health,advanced,7,8,active,generated research lens,measurement computation experiments and analytical methods for urban health
atlas_atlas_public_population_health_environmental_health_urban_health_open_questions,urban health: open questions,research frontier,Public Health and Epidemiology,Environmental health,research,9,10,frontier,generated research lens,unresolved mechanisms limits anomalies and emerging research directions for urban health
atlas_atlas_public_population_health_environmental_health_urban_health_applications_and_implicat,urban health: applications and implications,application,Public Health and Epidemiology,Environmental health,advanced,7,8,active,generated research lens,scientific technological clinical environmental or societal uses for urban health
atlas_public_population_health_biostatistics,Biostatistics,field,Public Health and Epidemiology,Biostatistics,intermediate,9,7,active,discipline taxonomy,A major research field within Public Health and Epidemiology
atlas_public_population_health_biostatistics_clinical_trials,clinical trials,topic,Public Health and Epidemiology,Biostatistics,advanced,8,8,active,subject taxonomy,A scientific subject studied within Biostatistics
atlas_atlas_public_population_health_biostatistics_clinical_trials_theoretical_foundations,clinical trials: theoretical foundations,theory,Public Health and Epidemiology,Biostatistics,advanced,7,8,established,generated research lens,formal models assumptions and governing principles for clinical trials
atlas_atlas_public_population_health_biostatistics_clinical_trials_methods_and_instruments,clinical trials: methods and instruments,method,Public Health and Epidemiology,Biostatistics,advanced,7,8,active,generated research lens,measurement computation experiments and analytical methods for clinical trials
atlas_atlas_public_population_health_biostatistics_clinical_trials_open_questions,clinical trials: open questions,research frontier,Public Health and Epidemiology,Biostatistics,research,9,10,frontier,generated research lens,unresolved mechanisms limits anomalies and emerging research directions for clinical trials
atlas_atlas_public_population_health_biostatistics_clinical_trials_applications_and_implications,clinical trials: applications and implications,application,Public Health and Epidemiology,Biostatistics,advanced,7,8,active,generated research lens,scientific technological clinical environmental or societal uses for clinical trials
atlas_public_population_health_biostatistics_survival_analysis,survival analysis,topic,Public Health and Epidemiology,Biostatistics,advanced,8,8,active,subject taxonomy,A scientific subject studied within Biostatistics
atlas_atlas_public_population_health_biostatistics_survival_analysis_theoretical_foundations,survival analysis: theoretical foundations,theory,Public Health and Epidemiology,Biostatistics,advanced,7,8,established,generated research lens,formal models assumptions and governing principles for survival analysis
atlas_atlas_public_population_health_biostatistics_survival_analysis_methods_and_instruments,survival analysis: methods and instruments,method,Public Health and Epidemiology,Biostatistics,advanced,7,8,active,generated research lens,measurement computation experiments and analytical methods for survival analysis
atlas_atlas_public_population_health_biostatistics_survival_analysis_open_questions,survival analysis: open questions,research frontier,Public Health and Epidemiology,Biostatistics,research,9,10,frontier,generated research lens,unresolved mechanisms limits anomalies and emerging research directions for survival analysis
atlas_atlas_public_population_health_biostatistics_survival_analysis_applications_and_implicatio,survival analysis: applications and implications,application,Public Health and Epidemiology,Biostatistics,advanced,7,8,active,generated research lens,scientific technological clinical environmental or societal uses for survival analysis
atlas_public_population_health_biostatistics_longitudinal_studies,longitudinal studies,topic,Public Health and Epidemiology,Biostatistics,advanced,8,8,active,subject taxonomy,A scientific subject studied within Biostatistics
atlas_atlas_public_population_health_biostatistics_longitudinal_studies_theoretical_foundations,longitudinal studies: theoretical foundations,theory,Public Health and Epidemiology,Biostatistics,advanced,7,8,established,generated research lens,formal models assumptions and governing principles for longitudinal studies
atlas_atlas_public_population_health_biostatistics_longitudinal_studies_methods_and_instruments,longitudinal studies: methods and instruments,method,Public Health and Epidemiology,Biostatistics,advanced,7,8,active,generated research lens,measurement computation experiments and analytical methods for longitudinal studies
atlas_atlas_public_population_health_biostatistics_longitudinal_studies_open_questions,longitudinal studies: open questions,research frontier,Public Health and Epidemiology,Biostatistics,research,9,10,frontier,generated research lens,unresolved mechanisms limits anomalies and emerging research directions for longitudinal studies
atlas_atlas_public_population_health_biostatistics_longitudinal_studies_applications_and_implica,longitudinal studies: applications and implications,application,Public Health and Epidemiology,Biostatistics,advanced,7,8,active,generated research lens,scientific technological clinical environmental or societal uses for longitudinal studies
atlas_public_population_health_biostatistics_meta_analysis,meta-analysis,topic,Public Health and Epidemiology,Biostatistics,advanced,8,8,active,subject taxonomy,A scientific subject studied within Biostatistics
atlas_atlas_public_population_health_biostatistics_meta_analysis_theoretical_foundations,meta-analysis: theoretical foundations,theory,Public Health and Epidemiology,Biostatistics,advanced,7,8,established,generated research lens,formal models assumptions and governing principles for meta-analysis
atlas_atlas_public_population_health_biostatistics_meta_analysis_methods_and_instruments,meta-analysis: methods and instruments,method,Public Health and Epidemiology,Biostatistics,advanced,7,8,active,generated research lens,measurement computation experiments and analytical methods for meta-analysis
atlas_atlas_public_population_health_biostatistics_meta_analysis_open_questions,meta-analysis: open questions,research frontier,Public Health and Epidemiology,Biostatistics,research,9,10,frontier,generated research lens,unresolved mechanisms limits anomalies and emerging research directions for meta-analysis
atlas_atlas_public_population_health_biostatistics_meta_analysis_applications_and_implications,meta-analysis: applications and implications,application,Public Health and Epidemiology,Biostatistics,advanced,7,8,active,generated research lens,scientific technological clinical environmental or societal uses for meta-analysis
atlas_public_population_health_biostatistics_missing_data_methods,missing-data methods,topic,Public Health and Epidemiology,Biostatistics,advanced,8,8,active,subject taxonomy,A scientific subject studied within Biostatistics
atlas_atlas_public_population_health_biostatistics_missing_data_methods_theoretical_foundations,missing-data methods: theoretical foundations,theory,Public Health and Epidemiology,Biostatistics,advanced,7,8,established,generated research lens,formal models assumptions and governing principles for missing-data methods
atlas_atlas_public_population_health_biostatistics_missing_data_methods_methods_and_instruments,missing-data methods: methods and instruments,method,Public Health and Epidemiology,Biostatistics,advanced,7,8,active,generated research lens,measurement computation experiments and analytical methods for missing-data methods
atlas_atlas_public_population_health_biostatistics_missing_data_methods_open_questions,missing-data methods: open questions,research frontier,Public Health and Epidemiology,Biostatistics,research,9,10,frontier,generated research lens,unresolved mechanisms limits anomalies and emerging research directions for missing-data methods
atlas_atlas_public_population_health_biostatistics_missing_data_methods_applications_and_implica,missing-data methods: applications and implications,application,Public Health and Epidemiology,Biostatistics,advanced,7,8,active,generated research lens,scientific technological clinical environmental or societal uses for missing-data methods
atlas_public_population_health_health_policy,Health policy,field,Public Health and Epidemiology,Health policy,intermediate,9,7,active,discipline taxonomy,A major research field within Public Health and Epidemiology
atlas_public_population_health_health_policy_health_economics,health economics,topic,Public Health and Epidemiology,Health policy,advanced,8,8,active,subject taxonomy,A scientific subject studied within Health policy
atlas_atlas_public_population_health_health_policy_health_economics_theoretical_foundations,health economics: theoretical foundations,theory,Public Health and Epidemiology,Health policy,advanced,7,8,established,generated research lens,formal models assumptions and governing principles for health economics
atlas_atlas_public_population_health_health_policy_health_economics_methods_and_instruments,health economics: methods and instruments,method,Public Health and Epidemiology,Health policy,advanced,7,8,active,generated research lens,measurement computation experiments and analytical methods for health economics
atlas_atlas_public_population_health_health_policy_health_economics_open_questions,health economics: open questions,research frontier,Public Health and Epidemiology,Health policy,research,9,10,frontier,generated research lens,unresolved mechanisms limits anomalies and emerging research directions for health economics
atlas_atlas_public_population_health_health_policy_health_economics_applications_and_implication,health economics: applications and implications,application,Public Health and Epidemiology,Health policy,advanced,7,8,active,generated research lens,scientific technological clinical environmental or societal uses for health economics
atlas_public_population_health_health_policy_implementation_science,implementation science,topic,Public Health and Epidemiology,Health policy,advanced,8,8,active,subject taxonomy,A scientific subject studied within Health policy
atlas_atlas_public_population_health_health_policy_implementation_science_theoretical_foundation,implementation science: theoretical foundations,theory,Public Health and Epidemiology,Health policy,advanced,7,8,established,generated research lens,formal models assumptions and governing principles for implementation science
atlas_atlas_public_population_health_health_policy_implementation_science_methods_and_instrument,implementation science: methods and instruments,method,Public Health and Epidemiology,Health policy,advanced,7,8,active,generated research lens,measurement computation experiments and analytical methods for implementation science
atlas_atlas_public_population_health_health_policy_implementation_science_open_questions,implementation science: open questions,research frontier,Public Health and Epidemiology,Health policy,research,9,10,frontier,generated research lens,unresolved mechanisms limits anomalies and emerging research directions for implementation science
atlas_atlas_public_population_health_health_policy_implementation_science_applications_and_impli,implementation science: applications and implications,application,Public Health and Epidemiology,Health policy,advanced,7,8,active,generated research lens,scientific technological clinical environmental or societal uses for implementation science
atlas_public_population_health_health_policy_comparative_effectiveness,comparative effectiveness,topic,Public Health and Epidemiology,Health policy,advanced,8,8,active,subject taxonomy,A scientific subject studied within Health policy
atlas_atlas_public_population_health_health_policy_comparative_effectiveness_theoretical_foundat,comparative effectiveness: theoretical foundations,theory,Public Health and Epidemiology,Health policy,advanced,7,8,established,generated research lens,formal models assumptions and governing principles for comparative effectiveness
atlas_atlas_public_population_health_health_policy_comparative_effectiveness_methods_and_instrum,comparative effectiveness: methods and instruments,method,Public Health and Epidemiology,Health policy,advanced,7,8,active,generated research lens,measurement computation experiments and analytical methods for comparative effectiveness
atlas_atlas_public_population_health_health_policy_comparative_effectiveness_open_questions,comparative effectiveness: open questions,research frontier,Public Health and Epidemiology,Health policy,research,9,10,frontier,generated research lens,unresolved mechanisms limits anomalies and emerging research directions for comparative effectiveness
atlas_atlas_public_population_health_health_policy_comparative_effectiveness_applications_and_im,comparative effectiveness: applications and implications,application,Public Health and Epidemiology,Health policy,advanced,7,8,active,generated research lens,scientific technological clinical environmental or societal uses for comparative effectiveness
atlas_public_population_health_health_policy_quality_improvement,quality improvement,topic,Public Health and Epidemiology,Health policy,advanced,8,8,active,subject taxonomy,A scientific subject studied within Health policy
atlas_atlas_public_population_health_health_policy_quality_improvement_theoretical_foundations,quality improvement: theoretical foundations,theory,Public Health and Epidemiology,Health policy,advanced,7,8,established,generated research lens,formal models assumptions and governing principles for quality improvement
atlas_atlas_public_population_health_health_policy_quality_improvement_methods_and_instruments,quality improvement: methods and instruments,method,Public Health and Epidemiology,Health policy,advanced,7,8,active,generated research lens,measurement computation experiments and analytical methods for quality improvement
atlas_atlas_public_population_health_health_policy_quality_improvement_open_questions,quality improvement: open questions,research frontier,Public Health and Epidemiology,Health policy,research,9,10,frontier,generated research lens,unresolved mechanisms limits anomalies and emerging research directions for quality improvement
atlas_atlas_public_population_health_health_policy_quality_improvement_applications_and_implicat,quality improvement: applications and implications,application,Public Health and Epidemiology,Health policy,advanced,7,8,active,generated research lens,scientific technological clinical environmental or societal uses for quality improvement
atlas_public_population_health_health_policy_digital_health,digital health,topic,Public Health and Epidemiology,Health policy,advanced,8,8,active,subject taxonomy,A scientific subject studied within Health policy
atlas_atlas_public_population_health_health_policy_digital_health_theoretical_foundations,digital health: theoretical foundations,theory,Public Health and Epidemiology,Health policy,advanced,7,8,established,generated research lens,formal models assumptions and governing principles for digital health
atlas_atlas_public_population_health_health_policy_digital_health_methods_and_instruments,digital health: methods and instruments,method,Public Health and Epidemiology,Health policy,advanced,7,8,active,generated research lens,measurement computation experiments and analytical methods for digital health
atlas_atlas_public_population_health_health_policy_digital_health_open_questions,digital health: open questions,research frontier,Public Health and Epidemiology,Health policy,research,9,10,frontier,generated research lens,unresolved mechanisms limits anomalies and emerging research directions for digital health
atlas_atlas_public_population_health_health_policy_digital_health_applications_and_implications,digital health: applications and implications,application,Public Health and Epidemiology,Health policy,advanced,7,8,active,generated research lens,scientific technological clinical environmental or societal uses for digital health
atlas_landmark_bradford_hill_considerations,Bradford Hill considerations,principle,named scientific results,theories theorems and hypotheses,advanced,10,10,established,named landmark,A structured set of considerations supports causal epidemiological judgment
atlas_frontier_pandemic_early_warning_systems,pandemic early-warning systems,research frontier,frontier research,Public Health and Epidemiology,research,9,10,frontier,cross-disciplinary frontier watch,An active or emerging research direction
atlas_frontier_wastewater_epidemiology,wastewater epidemiology,research frontier,frontier research,Public Health and Epidemiology,research,9,10,frontier,cross-disciplinary frontier watch,An active or emerging research direction
atlas_frontier_long_covid_mechanisms,long-COVID mechanisms,research frontier,frontier research,Public Health and Epidemiology,research,9,10,frontier,cross-disciplinary frontier watch,An active or emerging research direction
atlas_frontier_climate_health_attribution,climate-health attribution,research frontier,frontier research,Public Health and Epidemiology,research,9,10,frontier,cross-disciplinary frontier watch,An active or emerging research direction
atlas_frontier_digital_public_health_surveillance,digital public-health surveillance,research frontier,frontier research,Public Health and Epidemiology,research,9,10,frontier,cross-disciplinary frontier watch,An active or emerging research direction
