source,target,relation,relation_detail,weight,directed,relation_family,provenance
atlas_social_sciences_sociology_culture,atlas_social_sciences_sociology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_sociology_culture_theoretical_foundations,atlas_social_sciences_sociology_culture,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_sociology_culture_methods_and_instruments,atlas_social_sciences_sociology_culture,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_sociology_culture_open_questions,atlas_social_sciences_sociology_culture,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_sociology_culture_applications_and_implications,atlas_social_sciences_sociology_culture,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_sociology_social_networks,atlas_social_sciences_sociology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_sociology_social_networks_theoretical_foundations,atlas_social_sciences_sociology_social_networks,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_sociology_social_networks_methods_and_instruments,atlas_social_sciences_sociology_social_networks,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_sociology_social_networks_open_questions,atlas_social_sciences_sociology_social_networks,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_sociology_social_networks_applications_and_implications,atlas_social_sciences_sociology_social_networks,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_sociology_collective_action,atlas_social_sciences_sociology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_sociology_collective_action_theoretical_foundations,atlas_social_sciences_sociology_collective_action,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_sociology_collective_action_methods_and_instruments,atlas_social_sciences_sociology_collective_action,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_sociology_collective_action_open_questions,atlas_social_sciences_sociology_collective_action,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_sociology_collective_action_applications_and_implications,atlas_social_sciences_sociology_collective_action,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_sociology_social_stratification,atlas_social_sciences_sociology_organizations,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_social_sciences_sociology_organizations,atlas_social_sciences_sociology_culture,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_social_sciences_sociology_culture,atlas_social_sciences_sociology_social_networks,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_social_sciences_sociology_social_networks,atlas_social_sciences_sociology_collective_action,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_social_sciences_political_science,atlas_social_sciences_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_social_sciences_political_science_political_institutions,atlas_social_sciences_political_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_political_science_political_institutions_theoretical_foundations,atlas_social_sciences_political_science_political_institutions,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_political_science_political_institutions_methods_and_instruments,atlas_social_sciences_political_science_political_institutions,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_political_science_political_institutions_open_questions,atlas_social_sciences_political_science_political_institutions,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_political_science_political_institutions_applications_and_implicatio,atlas_social_sciences_political_science_political_institutions,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_political_science_international_relations,atlas_social_sciences_political_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_political_science_international_relations_theoretical_foundations,atlas_social_sciences_political_science_international_relations,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_political_science_international_relations_methods_and_instruments,atlas_social_sciences_political_science_international_relations,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_political_science_international_relations_open_questions,atlas_social_sciences_political_science_international_relations,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_political_science_international_relations_applications_and_implicati,atlas_social_sciences_political_science_international_relations,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_political_science_public_policy,atlas_social_sciences_political_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_political_science_public_policy_theoretical_foundations,atlas_social_sciences_political_science_public_policy,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_political_science_public_policy_methods_and_instruments,atlas_social_sciences_political_science_public_policy,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_political_science_public_policy_open_questions,atlas_social_sciences_political_science_public_policy,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_political_science_public_policy_applications_and_implications,atlas_social_sciences_political_science_public_policy,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_political_science_political_behavior,atlas_social_sciences_political_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_political_science_political_behavior_theoretical_foundations,atlas_social_sciences_political_science_political_behavior,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_political_science_political_behavior_methods_and_instruments,atlas_social_sciences_political_science_political_behavior,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_political_science_political_behavior_open_questions,atlas_social_sciences_political_science_political_behavior,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_political_science_political_behavior_applications_and_implications,atlas_social_sciences_political_science_political_behavior,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_political_science_governance,atlas_social_sciences_political_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_political_science_governance_theoretical_foundations,atlas_social_sciences_political_science_governance,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_political_science_governance_methods_and_instruments,atlas_social_sciences_political_science_governance,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_political_science_governance_open_questions,atlas_social_sciences_political_science_governance,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_political_science_governance_applications_and_implications,atlas_social_sciences_political_science_governance,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_political_science_political_institutions,atlas_social_sciences_political_science_international_relations,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_social_sciences_political_science_international_relations,atlas_social_sciences_political_science_public_policy,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_social_sciences_political_science_public_policy,atlas_social_sciences_political_science_political_behavior,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_social_sciences_political_science_political_behavior,atlas_social_sciences_political_science_governance,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_social_sciences_anthropology,atlas_social_sciences_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_social_sciences_anthropology_cultural_anthropology,atlas_social_sciences_anthropology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_anthropology_cultural_anthropology_theoretical_foundations,atlas_social_sciences_anthropology_cultural_anthropology,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_anthropology_cultural_anthropology_methods_and_instruments,atlas_social_sciences_anthropology_cultural_anthropology,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_anthropology_cultural_anthropology_open_questions,atlas_social_sciences_anthropology_cultural_anthropology,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_anthropology_cultural_anthropology_applications_and_implications,atlas_social_sciences_anthropology_cultural_anthropology,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_anthropology_biological_anthropology,atlas_social_sciences_anthropology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_anthropology_biological_anthropology_theoretical_foundations,atlas_social_sciences_anthropology_biological_anthropology,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_anthropology_biological_anthropology_methods_and_instruments,atlas_social_sciences_anthropology_biological_anthropology,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_anthropology_biological_anthropology_open_questions,atlas_social_sciences_anthropology_biological_anthropology,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_anthropology_biological_anthropology_applications_and_implications,atlas_social_sciences_anthropology_biological_anthropology,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_anthropology_archaeology,atlas_social_sciences_anthropology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_anthropology_archaeology_theoretical_foundations,atlas_social_sciences_anthropology_archaeology,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_anthropology_archaeology_methods_and_instruments,atlas_social_sciences_anthropology_archaeology,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_anthropology_archaeology_open_questions,atlas_social_sciences_anthropology_archaeology,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_anthropology_archaeology_applications_and_implications,atlas_social_sciences_anthropology_archaeology,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_anthropology_human_ecology,atlas_social_sciences_anthropology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_anthropology_human_ecology_theoretical_foundations,atlas_social_sciences_anthropology_human_ecology,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_anthropology_human_ecology_methods_and_instruments,atlas_social_sciences_anthropology_human_ecology,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_anthropology_human_ecology_open_questions,atlas_social_sciences_anthropology_human_ecology,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_anthropology_human_ecology_applications_and_implications,atlas_social_sciences_anthropology_human_ecology,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_anthropology_comparative_ethnography,atlas_social_sciences_anthropology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_anthropology_comparative_ethnography_theoretical_foundations,atlas_social_sciences_anthropology_comparative_ethnography,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_anthropology_comparative_ethnography_methods_and_instruments,atlas_social_sciences_anthropology_comparative_ethnography,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_anthropology_comparative_ethnography_open_questions,atlas_social_sciences_anthropology_comparative_ethnography,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_anthropology_comparative_ethnography_applications_and_implications,atlas_social_sciences_anthropology_comparative_ethnography,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_anthropology_cultural_anthropology,atlas_social_sciences_anthropology_biological_anthropology,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_social_sciences_anthropology_biological_anthropology,atlas_social_sciences_anthropology_archaeology,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_social_sciences_anthropology_archaeology,atlas_social_sciences_anthropology_human_ecology,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_social_sciences_anthropology_human_ecology,atlas_social_sciences_anthropology_comparative_ethnography,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_social_sciences_demography_and_human_geography,atlas_social_sciences_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_social_sciences_demography_and_human_geography_fertility_and_mortality,atlas_social_sciences_demography_and_human_geography,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_fertility_and_mortality_theoretical_f,atlas_social_sciences_demography_and_human_geography_fertility_and_mortality,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_fertility_and_mortality_methods_and_i,atlas_social_sciences_demography_and_human_geography_fertility_and_mortality,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_fertility_and_mortality_open_question,atlas_social_sciences_demography_and_human_geography_fertility_and_mortality,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_fertility_and_mortality_applications_,atlas_social_sciences_demography_and_human_geography_fertility_and_mortality,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_demography_and_human_geography_migration,atlas_social_sciences_demography_and_human_geography,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_migration_theoretical_foundations,atlas_social_sciences_demography_and_human_geography_migration,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_migration_methods_and_instruments,atlas_social_sciences_demography_and_human_geography_migration,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_migration_open_questions,atlas_social_sciences_demography_and_human_geography_migration,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_migration_applications_and_implicatio,atlas_social_sciences_demography_and_human_geography_migration,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_demography_and_human_geography_population_aging,atlas_social_sciences_demography_and_human_geography,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_population_aging_theoretical_foundati,atlas_social_sciences_demography_and_human_geography_population_aging,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_population_aging_methods_and_instrume,atlas_social_sciences_demography_and_human_geography_population_aging,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_population_aging_open_questions,atlas_social_sciences_demography_and_human_geography_population_aging,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_population_aging_applications_and_imp,atlas_social_sciences_demography_and_human_geography_population_aging,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_demography_and_human_geography_urbanization,atlas_social_sciences_demography_and_human_geography,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_urbanization_theoretical_foundations,atlas_social_sciences_demography_and_human_geography_urbanization,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_urbanization_methods_and_instruments,atlas_social_sciences_demography_and_human_geography_urbanization,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_urbanization_open_questions,atlas_social_sciences_demography_and_human_geography_urbanization,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_urbanization_applications_and_implica,atlas_social_sciences_demography_and_human_geography_urbanization,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_demography_and_human_geography_spatial_inequality,atlas_social_sciences_demography_and_human_geography,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_spatial_inequality_theoretical_founda,atlas_social_sciences_demography_and_human_geography_spatial_inequality,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_spatial_inequality_methods_and_instru,atlas_social_sciences_demography_and_human_geography_spatial_inequality,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_spatial_inequality_open_questions,atlas_social_sciences_demography_and_human_geography_spatial_inequality,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_social_sciences_demography_and_human_geography_spatial_inequality_applications_and_i,atlas_social_sciences_demography_and_human_geography_spatial_inequality,application,application_of,0.82,true,application,atlas taxonomy
atlas_social_sciences_demography_and_human_geography_fertility_and_mortality,atlas_social_sciences_demography_and_human_geography_migration,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_social_sciences_demography_and_human_geography_migration,atlas_social_sciences_demography_and_human_geography_population_aging,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_social_sciences_demography_and_human_geography_population_aging,atlas_social_sciences_demography_and_human_geography_urbanization,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_social_sciences_demography_and_human_geography_urbanization,atlas_social_sciences_demography_and_human_geography_spatial_inequality,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_social_sciences_economics,atlas_social_sciences_sociology,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_social_sciences_sociology,atlas_social_sciences_political_science,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_social_sciences_political_science,atlas_social_sciences_anthropology,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_social_sciences_anthropology,atlas_social_sciences_demography_and_human_geography,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_landmark_arrow_impossibility_theorem,atlas_social_sciences_domain,structure,part_of,0.93,true,structure,named landmark
atlas_landmark_coase_theorem,atlas_social_sciences_domain,structure,part_of,0.93,true,structure,named landmark
atlas_landmark_nash_equilibrium_existence_theorem,atlas_social_sciences_domain,structure,part_of,0.93,true,structure,named landmark
atlas_frontier_computational_social_science,atlas_social_sciences_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_algorithmic_governance,atlas_social_sciences_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_misinformation_diffusion,atlas_social_sciences_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_network_polarization,atlas_social_sciences_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_causal_policy_evaluation,atlas_social_sciences_domain,association,investigates,0.7,true,association,frontier watch
