source,target,relation,relation_detail,weight,directed,relation_family,provenance
atlas_atlas_biochemistry_molecular_protein_science_proteostasis_theoretical_foundations,atlas_biochemistry_molecular_protein_science_proteostasis,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_protein_science_proteostasis_methods_and_instruments,atlas_biochemistry_molecular_protein_science_proteostasis,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_protein_science_proteostasis_open_questions,atlas_biochemistry_molecular_protein_science_proteostasis,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_protein_science_proteostasis_applications_and_implications,atlas_biochemistry_molecular_protein_science_proteostasis,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_protein_science_protein_structure,protein_folding,interaction,related_to,0.62,false,interaction,atlas taxonomy
protein_folding,atlas_biochemistry_molecular_protein_science_enzyme_catalysis,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_protein_science_enzyme_catalysis,atlas_biochemistry_molecular_protein_science_protein_interactions,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_protein_science_protein_interactions,atlas_biochemistry_molecular_protein_science_proteostasis,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_nucleic_acid_biology,atlas_biochemistry_molecular_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_biochemistry_molecular_nucleic_acid_biology_rna_structure,atlas_biochemistry_molecular_nucleic_acid_biology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_rna_structure_theoretical_foundations,atlas_biochemistry_molecular_nucleic_acid_biology_rna_structure,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_rna_structure_methods_and_instruments,atlas_biochemistry_molecular_nucleic_acid_biology_rna_structure,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_rna_structure_open_questions,atlas_biochemistry_molecular_nucleic_acid_biology_rna_structure,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_rna_structure_applications_and_implicati,atlas_biochemistry_molecular_nucleic_acid_biology_rna_structure,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_nucleic_acid_biology_rna_processing,atlas_biochemistry_molecular_nucleic_acid_biology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_rna_processing_theoretical_foundations,atlas_biochemistry_molecular_nucleic_acid_biology_rna_processing,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_rna_processing_methods_and_instruments,atlas_biochemistry_molecular_nucleic_acid_biology_rna_processing,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_rna_processing_open_questions,atlas_biochemistry_molecular_nucleic_acid_biology_rna_processing,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_rna_processing_applications_and_implicat,atlas_biochemistry_molecular_nucleic_acid_biology_rna_processing,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_nucleic_acid_biology_noncoding_rna,atlas_biochemistry_molecular_nucleic_acid_biology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_noncoding_rna_theoretical_foundations,atlas_biochemistry_molecular_nucleic_acid_biology_noncoding_rna,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_noncoding_rna_methods_and_instruments,atlas_biochemistry_molecular_nucleic_acid_biology_noncoding_rna,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_noncoding_rna_open_questions,atlas_biochemistry_molecular_nucleic_acid_biology_noncoding_rna,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_noncoding_rna_applications_and_implicati,atlas_biochemistry_molecular_nucleic_acid_biology_noncoding_rna,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_nucleic_acid_biology_ribozymes,atlas_biochemistry_molecular_nucleic_acid_biology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_ribozymes_theoretical_foundations,atlas_biochemistry_molecular_nucleic_acid_biology_ribozymes,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_ribozymes_methods_and_instruments,atlas_biochemistry_molecular_nucleic_acid_biology_ribozymes,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_ribozymes_open_questions,atlas_biochemistry_molecular_nucleic_acid_biology_ribozymes,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_ribozymes_applications_and_implications,atlas_biochemistry_molecular_nucleic_acid_biology_ribozymes,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_nucleic_acid_biology_rna_regulation,atlas_biochemistry_molecular_nucleic_acid_biology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_rna_regulation_theoretical_foundations,atlas_biochemistry_molecular_nucleic_acid_biology_rna_regulation,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_rna_regulation_methods_and_instruments,atlas_biochemistry_molecular_nucleic_acid_biology_rna_regulation,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_rna_regulation_open_questions,atlas_biochemistry_molecular_nucleic_acid_biology_rna_regulation,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_nucleic_acid_biology_rna_regulation_applications_and_implicat,atlas_biochemistry_molecular_nucleic_acid_biology_rna_regulation,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_nucleic_acid_biology_rna_structure,atlas_biochemistry_molecular_nucleic_acid_biology_rna_processing,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_nucleic_acid_biology_rna_processing,atlas_biochemistry_molecular_nucleic_acid_biology_noncoding_rna,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_nucleic_acid_biology_noncoding_rna,atlas_biochemistry_molecular_nucleic_acid_biology_ribozymes,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_nucleic_acid_biology_ribozymes,atlas_biochemistry_molecular_nucleic_acid_biology_rna_regulation,interaction,related_to,0.62,false,interaction,atlas taxonomy
metabolism,atlas_biochemistry_molecular_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_biochemistry_molecular_metabolism_glycolysis,metabolism,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_glycolysis_theoretical_foundations,atlas_biochemistry_molecular_metabolism_glycolysis,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_glycolysis_methods_and_instruments,atlas_biochemistry_molecular_metabolism_glycolysis,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_glycolysis_open_questions,atlas_biochemistry_molecular_metabolism_glycolysis,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_glycolysis_applications_and_implications,atlas_biochemistry_molecular_metabolism_glycolysis,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_metabolism_citric_acid_cycle,metabolism,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_citric_acid_cycle_theoretical_foundations,atlas_biochemistry_molecular_metabolism_citric_acid_cycle,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_citric_acid_cycle_methods_and_instruments,atlas_biochemistry_molecular_metabolism_citric_acid_cycle,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_citric_acid_cycle_open_questions,atlas_biochemistry_molecular_metabolism_citric_acid_cycle,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_citric_acid_cycle_applications_and_implications,atlas_biochemistry_molecular_metabolism_citric_acid_cycle,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_metabolism_oxidative_phosphorylation,metabolism,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_oxidative_phosphorylation_theoretical_foundations,atlas_biochemistry_molecular_metabolism_oxidative_phosphorylation,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_oxidative_phosphorylation_methods_and_instruments,atlas_biochemistry_molecular_metabolism_oxidative_phosphorylation,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_oxidative_phosphorylation_open_questions,atlas_biochemistry_molecular_metabolism_oxidative_phosphorylation,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_oxidative_phosphorylation_applications_and_implica,atlas_biochemistry_molecular_metabolism_oxidative_phosphorylation,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_metabolism_lipid_metabolism,metabolism,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_lipid_metabolism_theoretical_foundations,atlas_biochemistry_molecular_metabolism_lipid_metabolism,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_lipid_metabolism_methods_and_instruments,atlas_biochemistry_molecular_metabolism_lipid_metabolism,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_lipid_metabolism_open_questions,atlas_biochemistry_molecular_metabolism_lipid_metabolism,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_lipid_metabolism_applications_and_implications,atlas_biochemistry_molecular_metabolism_lipid_metabolism,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_metabolism_metabolic_regulation,metabolism,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_metabolic_regulation_theoretical_foundations,atlas_biochemistry_molecular_metabolism_metabolic_regulation,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_metabolic_regulation_methods_and_instruments,atlas_biochemistry_molecular_metabolism_metabolic_regulation,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_metabolic_regulation_open_questions,atlas_biochemistry_molecular_metabolism_metabolic_regulation,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_metabolism_metabolic_regulation_applications_and_implications,atlas_biochemistry_molecular_metabolism_metabolic_regulation,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_metabolism_glycolysis,atlas_biochemistry_molecular_metabolism_citric_acid_cycle,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_metabolism_citric_acid_cycle,atlas_biochemistry_molecular_metabolism_oxidative_phosphorylation,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_metabolism_oxidative_phosphorylation,atlas_biochemistry_molecular_metabolism_lipid_metabolism,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_metabolism_lipid_metabolism,atlas_biochemistry_molecular_metabolism_metabolic_regulation,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_molecular_signaling,atlas_biochemistry_molecular_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_biochemistry_molecular_molecular_signaling_receptors,atlas_biochemistry_molecular_molecular_signaling,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_receptors_theoretical_foundations,atlas_biochemistry_molecular_molecular_signaling_receptors,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_receptors_methods_and_instruments,atlas_biochemistry_molecular_molecular_signaling_receptors,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_receptors_open_questions,atlas_biochemistry_molecular_molecular_signaling_receptors,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_receptors_applications_and_implications,atlas_biochemistry_molecular_molecular_signaling_receptors,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_molecular_signaling_kinase_signaling,atlas_biochemistry_molecular_molecular_signaling,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_kinase_signaling_theoretical_foundations,atlas_biochemistry_molecular_molecular_signaling_kinase_signaling,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_kinase_signaling_methods_and_instruments,atlas_biochemistry_molecular_molecular_signaling_kinase_signaling,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_kinase_signaling_open_questions,atlas_biochemistry_molecular_molecular_signaling_kinase_signaling,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_kinase_signaling_applications_and_implica,atlas_biochemistry_molecular_molecular_signaling_kinase_signaling,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_molecular_signaling_second_messengers,atlas_biochemistry_molecular_molecular_signaling,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_second_messengers_theoretical_foundations,atlas_biochemistry_molecular_molecular_signaling_second_messengers,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_second_messengers_methods_and_instruments,atlas_biochemistry_molecular_molecular_signaling_second_messengers,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_second_messengers_open_questions,atlas_biochemistry_molecular_molecular_signaling_second_messengers,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_second_messengers_applications_and_implic,atlas_biochemistry_molecular_molecular_signaling_second_messengers,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_molecular_signaling_transcriptional_networks,atlas_biochemistry_molecular_molecular_signaling,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_transcriptional_networks_theoretical_foun,atlas_biochemistry_molecular_molecular_signaling_transcriptional_networks,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_transcriptional_networks_methods_and_inst,atlas_biochemistry_molecular_molecular_signaling_transcriptional_networks,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_transcriptional_networks_open_questions,atlas_biochemistry_molecular_molecular_signaling_transcriptional_networks,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_transcriptional_networks_applications_and,atlas_biochemistry_molecular_molecular_signaling_transcriptional_networks,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_molecular_signaling_cell_death_pathways,atlas_biochemistry_molecular_molecular_signaling,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_cell_death_pathways_theoretical_foundatio,atlas_biochemistry_molecular_molecular_signaling_cell_death_pathways,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_cell_death_pathways_methods_and_instrumen,atlas_biochemistry_molecular_molecular_signaling_cell_death_pathways,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_cell_death_pathways_open_questions,atlas_biochemistry_molecular_molecular_signaling_cell_death_pathways,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_molecular_signaling_cell_death_pathways_applications_and_impl,atlas_biochemistry_molecular_molecular_signaling_cell_death_pathways,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_molecular_signaling_receptors,atlas_biochemistry_molecular_molecular_signaling_kinase_signaling,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_molecular_signaling_kinase_signaling,atlas_biochemistry_molecular_molecular_signaling_second_messengers,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_molecular_signaling_second_messengers,atlas_biochemistry_molecular_molecular_signaling_transcriptional_networks,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_molecular_signaling_transcriptional_networks,atlas_biochemistry_molecular_molecular_signaling_cell_death_pathways,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_structural_biology,atlas_biochemistry_molecular_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_biochemistry_molecular_structural_biology_x_ray_crystallography,atlas_biochemistry_molecular_structural_biology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_x_ray_crystallography_theoretical_foundati,atlas_biochemistry_molecular_structural_biology_x_ray_crystallography,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_x_ray_crystallography_methods_and_instrume,atlas_biochemistry_molecular_structural_biology_x_ray_crystallography,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_x_ray_crystallography_open_questions,atlas_biochemistry_molecular_structural_biology_x_ray_crystallography,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_x_ray_crystallography_applications_and_imp,atlas_biochemistry_molecular_structural_biology_x_ray_crystallography,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_structural_biology_nuclear_magnetic_resonance,atlas_biochemistry_molecular_structural_biology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_nuclear_magnetic_resonance_theoretical_fou,atlas_biochemistry_molecular_structural_biology_nuclear_magnetic_resonance,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_nuclear_magnetic_resonance_methods_and_ins,atlas_biochemistry_molecular_structural_biology_nuclear_magnetic_resonance,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_nuclear_magnetic_resonance_open_questions,atlas_biochemistry_molecular_structural_biology_nuclear_magnetic_resonance,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_nuclear_magnetic_resonance_applications_an,atlas_biochemistry_molecular_structural_biology_nuclear_magnetic_resonance,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_structural_biology_cryo_electron_microscopy,atlas_biochemistry_molecular_structural_biology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_cryo_electron_microscopy_theoretical_found,atlas_biochemistry_molecular_structural_biology_cryo_electron_microscopy,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_cryo_electron_microscopy_methods_and_instr,atlas_biochemistry_molecular_structural_biology_cryo_electron_microscopy,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_cryo_electron_microscopy_open_questions,atlas_biochemistry_molecular_structural_biology_cryo_electron_microscopy,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_cryo_electron_microscopy_applications_and_,atlas_biochemistry_molecular_structural_biology_cryo_electron_microscopy,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_structural_biology_single_molecule_biophysics,atlas_biochemistry_molecular_structural_biology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_single_molecule_biophysics_theoretical_fou,atlas_biochemistry_molecular_structural_biology_single_molecule_biophysics,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_single_molecule_biophysics_methods_and_ins,atlas_biochemistry_molecular_structural_biology_single_molecule_biophysics,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_single_molecule_biophysics_open_questions,atlas_biochemistry_molecular_structural_biology_single_molecule_biophysics,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_single_molecule_biophysics_applications_an,atlas_biochemistry_molecular_structural_biology_single_molecule_biophysics,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_structural_biology_integrative_modeling,atlas_biochemistry_molecular_structural_biology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_integrative_modeling_theoretical_foundatio,atlas_biochemistry_molecular_structural_biology_integrative_modeling,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_integrative_modeling_methods_and_instrumen,atlas_biochemistry_molecular_structural_biology_integrative_modeling,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_integrative_modeling_open_questions,atlas_biochemistry_molecular_structural_biology_integrative_modeling,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_biochemistry_molecular_structural_biology_integrative_modeling_applications_and_impl,atlas_biochemistry_molecular_structural_biology_integrative_modeling,application,application_of,0.82,true,application,atlas taxonomy
atlas_biochemistry_molecular_structural_biology_x_ray_crystallography,atlas_biochemistry_molecular_structural_biology_nuclear_magnetic_resonance,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_structural_biology_nuclear_magnetic_resonance,atlas_biochemistry_molecular_structural_biology_cryo_electron_microscopy,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_structural_biology_cryo_electron_microscopy,atlas_biochemistry_molecular_structural_biology_single_molecule_biophysics,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_structural_biology_single_molecule_biophysics,atlas_biochemistry_molecular_structural_biology_integrative_modeling,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_protein_science,atlas_biochemistry_molecular_nucleic_acid_biology,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_nucleic_acid_biology,metabolism,interaction,related_to,0.66,false,interaction,atlas taxonomy
metabolism,atlas_biochemistry_molecular_molecular_signaling,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_biochemistry_molecular_molecular_signaling,atlas_biochemistry_molecular_structural_biology,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_landmark_rna_world_hypothesis,atlas_biochemistry_molecular_domain,structure,part_of,0.93,true,structure,named landmark
atlas_landmark_chemiosmotic_theory,atlas_biochemistry_molecular_domain,structure,part_of,0.93,true,structure,named landmark
atlas_frontier_de_novo_protein_design,atlas_biochemistry_molecular_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_protein_language_models,atlas_biochemistry_molecular_domain,association,investigates,0.7,true,association,frontier watch
