source,target,relation,relation_detail,weight,directed,relation_family,provenance
atlas_atlas_fundamental_physics_relativity_and_gravitation_relativistic_astrophysics_application,atlas_fundamental_physics_relativity_and_gravitation_relativistic_astrophysics,application,application_of,0.82,true,application,atlas taxonomy
special_relativity,general_relativity,interaction,related_to,0.62,false,interaction,atlas taxonomy
general_relativity,atlas_fundamental_physics_relativity_and_gravitation_black_hole_physics,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_fundamental_physics_relativity_and_gravitation_black_hole_physics,atlas_fundamental_physics_relativity_and_gravitation_gravitational_radiation,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_fundamental_physics_relativity_and_gravitation_gravitational_radiation,atlas_fundamental_physics_relativity_and_gravitation_relativistic_astrophysics,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_fundamental_physics_particle_and_nuclear_physics,atlas_fundamental_physics_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_fundamental_physics_particle_and_nuclear_physics_gauge_theories,atlas_fundamental_physics_particle_and_nuclear_physics,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_gauge_theories_theoretical_foundati,atlas_fundamental_physics_particle_and_nuclear_physics_gauge_theories,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_gauge_theories_methods_and_instrume,atlas_fundamental_physics_particle_and_nuclear_physics_gauge_theories,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_gauge_theories_open_questions,atlas_fundamental_physics_particle_and_nuclear_physics_gauge_theories,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_gauge_theories_applications_and_imp,atlas_fundamental_physics_particle_and_nuclear_physics_gauge_theories,application,application_of,0.82,true,application,atlas taxonomy
atlas_fundamental_physics_particle_and_nuclear_physics_standard_model_phenomenology,atlas_fundamental_physics_particle_and_nuclear_physics,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_standard_model_phenomenology_theore,atlas_fundamental_physics_particle_and_nuclear_physics_standard_model_phenomenology,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_standard_model_phenomenology_method,atlas_fundamental_physics_particle_and_nuclear_physics_standard_model_phenomenology,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_standard_model_phenomenology_open_q,atlas_fundamental_physics_particle_and_nuclear_physics_standard_model_phenomenology,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_standard_model_phenomenology_applic,atlas_fundamental_physics_particle_and_nuclear_physics_standard_model_phenomenology,application,application_of,0.82,true,application,atlas taxonomy
atlas_fundamental_physics_particle_and_nuclear_physics_neutrino_physics,atlas_fundamental_physics_particle_and_nuclear_physics,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_neutrino_physics_theoretical_founda,atlas_fundamental_physics_particle_and_nuclear_physics_neutrino_physics,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_neutrino_physics_methods_and_instru,atlas_fundamental_physics_particle_and_nuclear_physics_neutrino_physics,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_neutrino_physics_open_questions,atlas_fundamental_physics_particle_and_nuclear_physics_neutrino_physics,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_neutrino_physics_applications_and_i,atlas_fundamental_physics_particle_and_nuclear_physics_neutrino_physics,application,application_of,0.82,true,application,atlas taxonomy
atlas_fundamental_physics_particle_and_nuclear_physics_nuclear_structure,atlas_fundamental_physics_particle_and_nuclear_physics,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_nuclear_structure_theoretical_found,atlas_fundamental_physics_particle_and_nuclear_physics_nuclear_structure,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_nuclear_structure_methods_and_instr,atlas_fundamental_physics_particle_and_nuclear_physics_nuclear_structure,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_nuclear_structure_open_questions,atlas_fundamental_physics_particle_and_nuclear_physics_nuclear_structure,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_nuclear_structure_applications_and_,atlas_fundamental_physics_particle_and_nuclear_physics_nuclear_structure,application,application_of,0.82,true,application,atlas taxonomy
atlas_fundamental_physics_particle_and_nuclear_physics_heavy_ion_collisions,atlas_fundamental_physics_particle_and_nuclear_physics,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_heavy_ion_collisions_theoretical_fo,atlas_fundamental_physics_particle_and_nuclear_physics_heavy_ion_collisions,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_heavy_ion_collisions_methods_and_in,atlas_fundamental_physics_particle_and_nuclear_physics_heavy_ion_collisions,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_heavy_ion_collisions_open_questions,atlas_fundamental_physics_particle_and_nuclear_physics_heavy_ion_collisions,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_particle_and_nuclear_physics_heavy_ion_collisions_applications_a,atlas_fundamental_physics_particle_and_nuclear_physics_heavy_ion_collisions,application,application_of,0.82,true,application,atlas taxonomy
atlas_fundamental_physics_particle_and_nuclear_physics_gauge_theories,atlas_fundamental_physics_particle_and_nuclear_physics_standard_model_phenomenology,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_fundamental_physics_particle_and_nuclear_physics_standard_model_phenomenology,atlas_fundamental_physics_particle_and_nuclear_physics_neutrino_physics,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_fundamental_physics_particle_and_nuclear_physics_neutrino_physics,atlas_fundamental_physics_particle_and_nuclear_physics_nuclear_structure,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_fundamental_physics_particle_and_nuclear_physics_nuclear_structure,atlas_fundamental_physics_particle_and_nuclear_physics_heavy_ion_collisions,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_fundamental_physics_statistical_and_nonlinear_physics,atlas_fundamental_physics_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_fundamental_physics_statistical_and_nonlinear_physics_equilibrium_ensembles,atlas_fundamental_physics_statistical_and_nonlinear_physics,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_equilibrium_ensembles_theoreti,atlas_fundamental_physics_statistical_and_nonlinear_physics_equilibrium_ensembles,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_equilibrium_ensembles_methods_,atlas_fundamental_physics_statistical_and_nonlinear_physics_equilibrium_ensembles,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_equilibrium_ensembles_open_que,atlas_fundamental_physics_statistical_and_nonlinear_physics_equilibrium_ensembles,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_equilibrium_ensembles_applicat,atlas_fundamental_physics_statistical_and_nonlinear_physics_equilibrium_ensembles,application,application_of,0.82,true,application,atlas taxonomy
atlas_fundamental_physics_statistical_and_nonlinear_physics_nonequilibrium_thermodynamics,atlas_fundamental_physics_statistical_and_nonlinear_physics,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_nonequilibrium_thermodynamics_,atlas_fundamental_physics_statistical_and_nonlinear_physics_nonequilibrium_thermodynamics,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_nonequilibrium_thermodynamics_,atlas_fundamental_physics_statistical_and_nonlinear_physics_nonequilibrium_thermodynamics,application,application_of,0.82,true,application,atlas taxonomy
atlas_fundamental_physics_statistical_and_nonlinear_physics_phase_transitions,atlas_fundamental_physics_statistical_and_nonlinear_physics,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_phase_transitions_theoretical_,atlas_fundamental_physics_statistical_and_nonlinear_physics_phase_transitions,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_phase_transitions_methods_and_,atlas_fundamental_physics_statistical_and_nonlinear_physics_phase_transitions,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_phase_transitions_open_questio,atlas_fundamental_physics_statistical_and_nonlinear_physics_phase_transitions,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_phase_transitions_applications,atlas_fundamental_physics_statistical_and_nonlinear_physics_phase_transitions,application,application_of,0.82,true,application,atlas taxonomy
atlas_fundamental_physics_statistical_and_nonlinear_physics_critical_phenomena,atlas_fundamental_physics_statistical_and_nonlinear_physics,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_critical_phenomena_theoretical,atlas_fundamental_physics_statistical_and_nonlinear_physics_critical_phenomena,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_critical_phenomena_methods_and,atlas_fundamental_physics_statistical_and_nonlinear_physics_critical_phenomena,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_critical_phenomena_open_questi,atlas_fundamental_physics_statistical_and_nonlinear_physics_critical_phenomena,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_critical_phenomena_application,atlas_fundamental_physics_statistical_and_nonlinear_physics_critical_phenomena,application,application_of,0.82,true,application,atlas taxonomy
atlas_fundamental_physics_statistical_and_nonlinear_physics_chaos_and_turbulence,atlas_fundamental_physics_statistical_and_nonlinear_physics,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_chaos_and_turbulence_theoretic,atlas_fundamental_physics_statistical_and_nonlinear_physics_chaos_and_turbulence,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_chaos_and_turbulence_methods_a,atlas_fundamental_physics_statistical_and_nonlinear_physics_chaos_and_turbulence,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_chaos_and_turbulence_open_ques,atlas_fundamental_physics_statistical_and_nonlinear_physics_chaos_and_turbulence,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_fundamental_physics_statistical_and_nonlinear_physics_chaos_and_turbulence_applicati,atlas_fundamental_physics_statistical_and_nonlinear_physics_chaos_and_turbulence,application,application_of,0.82,true,application,atlas taxonomy
atlas_fundamental_physics_statistical_and_nonlinear_physics_equilibrium_ensembles,atlas_fundamental_physics_statistical_and_nonlinear_physics_nonequilibrium_thermodynamics,interaction,related_to,0.62,false,interaction,atlas taxonomy
