source,target,relation,relation_detail,weight,directed,relation_family,provenance
atlas_atlas_quantum_technology_quantum_computing_fault_tolerance_methods_and_instruments,atlas_quantum_technology_quantum_computing_fault_tolerance,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_computing_fault_tolerance_open_questions,atlas_quantum_technology_quantum_computing_fault_tolerance,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_computing_fault_tolerance_applications_and_implications,atlas_quantum_technology_quantum_computing_fault_tolerance,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_computing_quantum_algorithms,atlas_quantum_technology_quantum_computing_quantum_error_correction,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_computing_quantum_error_correction,atlas_quantum_technology_quantum_computing_quantum_architectures,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_computing_quantum_architectures,atlas_quantum_technology_quantum_computing_quantum_simulation,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_computing_quantum_simulation,atlas_quantum_technology_quantum_computing_fault_tolerance,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_communication,atlas_quantum_technology_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_quantum_technology_quantum_communication_quantum_cryptography,atlas_quantum_technology_quantum_communication,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_quantum_cryptography_theoretical_foundation,atlas_quantum_technology_quantum_communication_quantum_cryptography,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_quantum_cryptography_methods_and_instrument,atlas_quantum_technology_quantum_communication_quantum_cryptography,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_quantum_cryptography_open_questions,atlas_quantum_technology_quantum_communication_quantum_cryptography,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_quantum_cryptography_applications_and_impli,atlas_quantum_technology_quantum_communication_quantum_cryptography,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_communication_quantum_networks,atlas_quantum_technology_quantum_communication,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_quantum_networks_theoretical_foundations,atlas_quantum_technology_quantum_communication_quantum_networks,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_quantum_networks_methods_and_instruments,atlas_quantum_technology_quantum_communication_quantum_networks,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_quantum_networks_open_questions,atlas_quantum_technology_quantum_communication_quantum_networks,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_quantum_networks_applications_and_implicati,atlas_quantum_technology_quantum_communication_quantum_networks,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_communication_entanglement_distribution,atlas_quantum_technology_quantum_communication,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_entanglement_distribution_theoretical_found,atlas_quantum_technology_quantum_communication_entanglement_distribution,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_entanglement_distribution_methods_and_instr,atlas_quantum_technology_quantum_communication_entanglement_distribution,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_entanglement_distribution_open_questions,atlas_quantum_technology_quantum_communication_entanglement_distribution,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_entanglement_distribution_applications_and_,atlas_quantum_technology_quantum_communication_entanglement_distribution,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_communication_quantum_repeaters,atlas_quantum_technology_quantum_communication,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_quantum_repeaters_theoretical_foundations,atlas_quantum_technology_quantum_communication_quantum_repeaters,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_quantum_repeaters_methods_and_instruments,atlas_quantum_technology_quantum_communication_quantum_repeaters,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_quantum_repeaters_open_questions,atlas_quantum_technology_quantum_communication_quantum_repeaters,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_quantum_repeaters_applications_and_implicat,atlas_quantum_technology_quantum_communication_quantum_repeaters,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_communication_device_independent_protocols,atlas_quantum_technology_quantum_communication,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_device_independent_protocols_theoretical_fo,atlas_quantum_technology_quantum_communication_device_independent_protocols,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_device_independent_protocols_methods_and_in,atlas_quantum_technology_quantum_communication_device_independent_protocols,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_device_independent_protocols_open_questions,atlas_quantum_technology_quantum_communication_device_independent_protocols,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_communication_device_independent_protocols_applications_a,atlas_quantum_technology_quantum_communication_device_independent_protocols,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_communication_quantum_cryptography,atlas_quantum_technology_quantum_communication_quantum_networks,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_communication_quantum_networks,atlas_quantum_technology_quantum_communication_entanglement_distribution,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_communication_entanglement_distribution,atlas_quantum_technology_quantum_communication_quantum_repeaters,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_communication_quantum_repeaters,atlas_quantum_technology_quantum_communication_device_independent_protocols,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_sensing,atlas_quantum_technology_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_quantum_technology_quantum_sensing_atomic_clocks,atlas_quantum_technology_quantum_sensing,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_atomic_clocks_theoretical_foundations,atlas_quantum_technology_quantum_sensing_atomic_clocks,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_atomic_clocks_methods_and_instruments,atlas_quantum_technology_quantum_sensing_atomic_clocks,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_atomic_clocks_open_questions,atlas_quantum_technology_quantum_sensing_atomic_clocks,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_atomic_clocks_applications_and_implications,atlas_quantum_technology_quantum_sensing_atomic_clocks,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_sensing_quantum_magnetometry,atlas_quantum_technology_quantum_sensing,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_quantum_magnetometry_theoretical_foundations,atlas_quantum_technology_quantum_sensing_quantum_magnetometry,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_quantum_magnetometry_methods_and_instruments,atlas_quantum_technology_quantum_sensing_quantum_magnetometry,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_quantum_magnetometry_open_questions,atlas_quantum_technology_quantum_sensing_quantum_magnetometry,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_quantum_magnetometry_applications_and_implication,atlas_quantum_technology_quantum_sensing_quantum_magnetometry,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_sensing_quantum_imaging,atlas_quantum_technology_quantum_sensing,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_quantum_imaging_theoretical_foundations,atlas_quantum_technology_quantum_sensing_quantum_imaging,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_quantum_imaging_methods_and_instruments,atlas_quantum_technology_quantum_sensing_quantum_imaging,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_quantum_imaging_open_questions,atlas_quantum_technology_quantum_sensing_quantum_imaging,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_quantum_imaging_applications_and_implications,atlas_quantum_technology_quantum_sensing_quantum_imaging,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_sensing_inertial_sensing,atlas_quantum_technology_quantum_sensing,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_inertial_sensing_theoretical_foundations,atlas_quantum_technology_quantum_sensing_inertial_sensing,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_inertial_sensing_methods_and_instruments,atlas_quantum_technology_quantum_sensing_inertial_sensing,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_inertial_sensing_open_questions,atlas_quantum_technology_quantum_sensing_inertial_sensing,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_inertial_sensing_applications_and_implications,atlas_quantum_technology_quantum_sensing_inertial_sensing,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_sensing_gravitational_sensing,atlas_quantum_technology_quantum_sensing,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_gravitational_sensing_theoretical_foundations,atlas_quantum_technology_quantum_sensing_gravitational_sensing,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_gravitational_sensing_methods_and_instruments,atlas_quantum_technology_quantum_sensing_gravitational_sensing,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_gravitational_sensing_open_questions,atlas_quantum_technology_quantum_sensing_gravitational_sensing,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_sensing_gravitational_sensing_applications_and_implicatio,atlas_quantum_technology_quantum_sensing_gravitational_sensing,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_sensing_atomic_clocks,atlas_quantum_technology_quantum_sensing_quantum_magnetometry,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_sensing_quantum_magnetometry,atlas_quantum_technology_quantum_sensing_quantum_imaging,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_sensing_quantum_imaging,atlas_quantum_technology_quantum_sensing_inertial_sensing,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_sensing_inertial_sensing,atlas_quantum_technology_quantum_sensing_gravitational_sensing,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_materials,atlas_quantum_technology_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_quantum_technology_quantum_materials_topological_phases,atlas_quantum_technology_quantum_materials,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_topological_phases_theoretical_foundations,atlas_quantum_technology_quantum_materials_topological_phases,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_topological_phases_methods_and_instruments,atlas_quantum_technology_quantum_materials_topological_phases,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_topological_phases_open_questions,atlas_quantum_technology_quantum_materials_topological_phases,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_topological_phases_applications_and_implication,atlas_quantum_technology_quantum_materials_topological_phases,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_materials_quantum_spin_liquids,atlas_quantum_technology_quantum_materials,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_quantum_spin_liquids_theoretical_foundations,atlas_quantum_technology_quantum_materials_quantum_spin_liquids,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_quantum_spin_liquids_methods_and_instruments,atlas_quantum_technology_quantum_materials_quantum_spin_liquids,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_quantum_spin_liquids_open_questions,atlas_quantum_technology_quantum_materials_quantum_spin_liquids,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_quantum_spin_liquids_applications_and_implicati,atlas_quantum_technology_quantum_materials_quantum_spin_liquids,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_materials_strongly_correlated_matter,atlas_quantum_technology_quantum_materials,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_strongly_correlated_matter_theoretical_foundati,atlas_quantum_technology_quantum_materials_strongly_correlated_matter,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_strongly_correlated_matter_methods_and_instrume,atlas_quantum_technology_quantum_materials_strongly_correlated_matter,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_strongly_correlated_matter_open_questions,atlas_quantum_technology_quantum_materials_strongly_correlated_matter,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_strongly_correlated_matter_applications_and_imp,atlas_quantum_technology_quantum_materials_strongly_correlated_matter,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_materials_moire_materials,atlas_quantum_technology_quantum_materials,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_moire_materials_theoretical_foundations,atlas_quantum_technology_quantum_materials_moire_materials,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_moire_materials_methods_and_instruments,atlas_quantum_technology_quantum_materials_moire_materials,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_moire_materials_open_questions,atlas_quantum_technology_quantum_materials_moire_materials,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_moire_materials_applications_and_implications,atlas_quantum_technology_quantum_materials_moire_materials,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_materials_unconventional_superconductivity,atlas_quantum_technology_quantum_materials,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_unconventional_superconductivity_theoretical_fo,atlas_quantum_technology_quantum_materials_unconventional_superconductivity,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_unconventional_superconductivity_methods_and_in,atlas_quantum_technology_quantum_materials_unconventional_superconductivity,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_unconventional_superconductivity_open_questions,atlas_quantum_technology_quantum_materials_unconventional_superconductivity,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_materials_unconventional_superconductivity_applications_a,atlas_quantum_technology_quantum_materials_unconventional_superconductivity,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_materials_topological_phases,atlas_quantum_technology_quantum_materials_quantum_spin_liquids,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_materials_quantum_spin_liquids,atlas_quantum_technology_quantum_materials_strongly_correlated_matter,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_materials_strongly_correlated_matter,atlas_quantum_technology_quantum_materials_moire_materials,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_materials_moire_materials,atlas_quantum_technology_quantum_materials_unconventional_superconductivity,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_bell_nonlocality_theoretical_foundations,atlas_quantum_technology_quantum_foundations_bell_nonlocality,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_bell_nonlocality_methods_and_instruments,atlas_quantum_technology_quantum_foundations_bell_nonlocality,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_bell_nonlocality_open_questions,atlas_quantum_technology_quantum_foundations_bell_nonlocality,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_bell_nonlocality_applications_and_implication,atlas_quantum_technology_quantum_foundations_bell_nonlocality,application,application_of,0.82,true,application,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_contextuality_theoretical_foundations,atlas_quantum_technology_quantum_foundations_contextuality,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_contextuality_methods_and_instruments,atlas_quantum_technology_quantum_foundations_contextuality,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_contextuality_open_questions,atlas_quantum_technology_quantum_foundations_contextuality,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_contextuality_applications_and_implications,atlas_quantum_technology_quantum_foundations_contextuality,application,application_of,0.82,true,application,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_decoherence_theoretical_foundations,atlas_quantum_technology_quantum_foundations_decoherence,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_decoherence_methods_and_instruments,atlas_quantum_technology_quantum_foundations_decoherence,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_decoherence_open_questions,atlas_quantum_technology_quantum_foundations_decoherence,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_decoherence_applications_and_implications,atlas_quantum_technology_quantum_foundations_decoherence,application,application_of,0.82,true,application,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_quantum_thermodynamics_theoretical_foundation,atlas_quantum_technology_quantum_foundations_quantum_thermodynamics,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_quantum_thermodynamics_methods_and_instrument,atlas_quantum_technology_quantum_foundations_quantum_thermodynamics,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_quantum_thermodynamics_open_questions,atlas_quantum_technology_quantum_foundations_quantum_thermodynamics,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_quantum_thermodynamics_applications_and_impli,atlas_quantum_technology_quantum_foundations_quantum_thermodynamics,application,application_of,0.82,true,application,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_macroscopic_quantum_states_theoretical_founda,atlas_quantum_technology_quantum_foundations_macroscopic_quantum_states,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_macroscopic_quantum_states_methods_and_instru,atlas_quantum_technology_quantum_foundations_macroscopic_quantum_states,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_macroscopic_quantum_states_open_questions,atlas_quantum_technology_quantum_foundations_macroscopic_quantum_states,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_quantum_technology_quantum_foundations_macroscopic_quantum_states_applications_and_i,atlas_quantum_technology_quantum_foundations_macroscopic_quantum_states,application,application_of,0.82,true,application,atlas taxonomy
atlas_quantum_technology_quantum_foundations_bell_nonlocality,atlas_quantum_technology_quantum_foundations_contextuality,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_foundations_contextuality,atlas_quantum_technology_quantum_foundations_decoherence,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_foundations_decoherence,atlas_quantum_technology_quantum_foundations_quantum_thermodynamics,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_foundations_quantum_thermodynamics,atlas_quantum_technology_quantum_foundations_macroscopic_quantum_states,interaction,related_to,0.62,false,interaction,atlas taxonomy
quantum_computing,atlas_quantum_technology_quantum_communication,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_communication,atlas_quantum_technology_quantum_sensing,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_quantum_technology_quantum_sensing,atlas_quantum_technology_quantum_materials,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_frontier_fault_tolerant_quantum_computation,atlas_quantum_technology_domain,association,investigates,0.7,true,association,frontier watch
atlas_quantum_technology_quantum_communication_quantum_repeaters,atlas_quantum_technology_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_quantum_error_correcting_codes,atlas_quantum_technology_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_moire_quantum_matter,atlas_quantum_technology_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_topological_quantum_computation,atlas_quantum_technology_domain,association,investigates,0.7,true,association,frontier watch
