source,target,relation,relation_detail,weight,directed,relation_family,provenance
atlas_atlas_chemical_sciences_physical_chemistry_surface_chemistry_applications_and_implications,atlas_chemical_sciences_physical_chemistry_surface_chemistry,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_physical_chemistry_electrochemistry,atlas_chemical_sciences_physical_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_physical_chemistry_electrochemistry_theoretical_foundations,atlas_chemical_sciences_physical_chemistry_electrochemistry,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_physical_chemistry_electrochemistry_methods_and_instruments,atlas_chemical_sciences_physical_chemistry_electrochemistry,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_physical_chemistry_electrochemistry_open_questions,atlas_chemical_sciences_physical_chemistry_electrochemistry,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_physical_chemistry_electrochemistry_applications_and_implications,atlas_chemical_sciences_physical_chemistry_electrochemistry,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_physical_chemistry_chemical_thermodynamics,atlas_chemical_sciences_physical_chemistry_reaction_kinetics,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_physical_chemistry_reaction_kinetics,atlas_chemical_sciences_physical_chemistry_spectroscopy,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_physical_chemistry_spectroscopy,atlas_chemical_sciences_physical_chemistry_surface_chemistry,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_physical_chemistry_surface_chemistry,atlas_chemical_sciences_physical_chemistry_electrochemistry,interaction,related_to,0.62,false,interaction,atlas taxonomy
organic_chemistry,atlas_chemical_sciences_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_chemical_sciences_organic_chemistry_reaction_mechanisms,organic_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_reaction_mechanisms_theoretical_foundations,atlas_chemical_sciences_organic_chemistry_reaction_mechanisms,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_reaction_mechanisms_methods_and_instruments,atlas_chemical_sciences_organic_chemistry_reaction_mechanisms,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_reaction_mechanisms_open_questions,atlas_chemical_sciences_organic_chemistry_reaction_mechanisms,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_reaction_mechanisms_applications_and_implication,atlas_chemical_sciences_organic_chemistry_reaction_mechanisms,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_organic_chemistry_stereochemistry,organic_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_stereochemistry_theoretical_foundations,atlas_chemical_sciences_organic_chemistry_stereochemistry,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_stereochemistry_methods_and_instruments,atlas_chemical_sciences_organic_chemistry_stereochemistry,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_stereochemistry_open_questions,atlas_chemical_sciences_organic_chemistry_stereochemistry,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_stereochemistry_applications_and_implications,atlas_chemical_sciences_organic_chemistry_stereochemistry,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_organic_chemistry_organic_synthesis,organic_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_organic_synthesis_theoretical_foundations,atlas_chemical_sciences_organic_chemistry_organic_synthesis,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_organic_synthesis_methods_and_instruments,atlas_chemical_sciences_organic_chemistry_organic_synthesis,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_organic_synthesis_open_questions,atlas_chemical_sciences_organic_chemistry_organic_synthesis,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_organic_synthesis_applications_and_implications,atlas_chemical_sciences_organic_chemistry_organic_synthesis,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_organic_chemistry_organometallic_chemistry,organic_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_organometallic_chemistry_theoretical_foundations,atlas_chemical_sciences_organic_chemistry_organometallic_chemistry,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_organometallic_chemistry_methods_and_instruments,atlas_chemical_sciences_organic_chemistry_organometallic_chemistry,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_organometallic_chemistry_open_questions,atlas_chemical_sciences_organic_chemistry_organometallic_chemistry,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_organometallic_chemistry_applications_and_implic,atlas_chemical_sciences_organic_chemistry_organometallic_chemistry,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_organic_chemistry_natural_products,organic_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_natural_products_theoretical_foundations,atlas_chemical_sciences_organic_chemistry_natural_products,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_natural_products_methods_and_instruments,atlas_chemical_sciences_organic_chemistry_natural_products,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_natural_products_open_questions,atlas_chemical_sciences_organic_chemistry_natural_products,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_organic_chemistry_natural_products_applications_and_implications,atlas_chemical_sciences_organic_chemistry_natural_products,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_organic_chemistry_reaction_mechanisms,atlas_chemical_sciences_organic_chemistry_stereochemistry,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_organic_chemistry_stereochemistry,atlas_chemical_sciences_organic_chemistry_organic_synthesis,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_organic_chemistry_organic_synthesis,atlas_chemical_sciences_organic_chemistry_organometallic_chemistry,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_organic_chemistry_organometallic_chemistry,atlas_chemical_sciences_organic_chemistry_natural_products,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_inorganic_chemistry,atlas_chemical_sciences_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_chemical_sciences_inorganic_chemistry_coordination_chemistry,atlas_chemical_sciences_inorganic_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_coordination_chemistry_theoretical_foundations,atlas_chemical_sciences_inorganic_chemistry_coordination_chemistry,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_coordination_chemistry_methods_and_instruments,atlas_chemical_sciences_inorganic_chemistry_coordination_chemistry,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_coordination_chemistry_open_questions,atlas_chemical_sciences_inorganic_chemistry_coordination_chemistry,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_coordination_chemistry_applications_and_implic,atlas_chemical_sciences_inorganic_chemistry_coordination_chemistry,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_inorganic_chemistry_main_group_chemistry,atlas_chemical_sciences_inorganic_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_main_group_chemistry_theoretical_foundations,atlas_chemical_sciences_inorganic_chemistry_main_group_chemistry,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_main_group_chemistry_methods_and_instruments,atlas_chemical_sciences_inorganic_chemistry_main_group_chemistry,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_main_group_chemistry_open_questions,atlas_chemical_sciences_inorganic_chemistry_main_group_chemistry,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_main_group_chemistry_applications_and_implicat,atlas_chemical_sciences_inorganic_chemistry_main_group_chemistry,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_inorganic_chemistry_solid_state_chemistry,atlas_chemical_sciences_inorganic_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_solid_state_chemistry_theoretical_foundations,atlas_chemical_sciences_inorganic_chemistry_solid_state_chemistry,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_solid_state_chemistry_methods_and_instruments,atlas_chemical_sciences_inorganic_chemistry_solid_state_chemistry,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_solid_state_chemistry_open_questions,atlas_chemical_sciences_inorganic_chemistry_solid_state_chemistry,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_solid_state_chemistry_applications_and_implica,atlas_chemical_sciences_inorganic_chemistry_solid_state_chemistry,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_inorganic_chemistry_bioinorganic_chemistry,atlas_chemical_sciences_inorganic_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_bioinorganic_chemistry_theoretical_foundations,atlas_chemical_sciences_inorganic_chemistry_bioinorganic_chemistry,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_bioinorganic_chemistry_methods_and_instruments,atlas_chemical_sciences_inorganic_chemistry_bioinorganic_chemistry,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_bioinorganic_chemistry_open_questions,atlas_chemical_sciences_inorganic_chemistry_bioinorganic_chemistry,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_bioinorganic_chemistry_applications_and_implic,atlas_chemical_sciences_inorganic_chemistry_bioinorganic_chemistry,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_inorganic_chemistry_catalysis,atlas_chemical_sciences_inorganic_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_catalysis_theoretical_foundations,atlas_chemical_sciences_inorganic_chemistry_catalysis,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_catalysis_methods_and_instruments,atlas_chemical_sciences_inorganic_chemistry_catalysis,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_catalysis_open_questions,atlas_chemical_sciences_inorganic_chemistry_catalysis,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_inorganic_chemistry_catalysis_applications_and_implications,atlas_chemical_sciences_inorganic_chemistry_catalysis,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_inorganic_chemistry_coordination_chemistry,atlas_chemical_sciences_inorganic_chemistry_main_group_chemistry,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_inorganic_chemistry_main_group_chemistry,atlas_chemical_sciences_inorganic_chemistry_solid_state_chemistry,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_inorganic_chemistry_solid_state_chemistry,atlas_chemical_sciences_inorganic_chemistry_bioinorganic_chemistry,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_inorganic_chemistry_bioinorganic_chemistry,atlas_chemical_sciences_inorganic_chemistry_catalysis,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_analytical_chemistry,atlas_chemical_sciences_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_chemical_sciences_analytical_chemistry_mass_spectrometry,atlas_chemical_sciences_analytical_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_mass_spectrometry_theoretical_foundations,atlas_chemical_sciences_analytical_chemistry_mass_spectrometry,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_mass_spectrometry_methods_and_instruments,atlas_chemical_sciences_analytical_chemistry_mass_spectrometry,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_mass_spectrometry_open_questions,atlas_chemical_sciences_analytical_chemistry_mass_spectrometry,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_mass_spectrometry_applications_and_implicatio,atlas_chemical_sciences_analytical_chemistry_mass_spectrometry,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_analytical_chemistry_chromatography,atlas_chemical_sciences_analytical_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_chromatography_theoretical_foundations,atlas_chemical_sciences_analytical_chemistry_chromatography,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_chromatography_methods_and_instruments,atlas_chemical_sciences_analytical_chemistry_chromatography,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_chromatography_open_questions,atlas_chemical_sciences_analytical_chemistry_chromatography,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_chromatography_applications_and_implications,atlas_chemical_sciences_analytical_chemistry_chromatography,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_analytical_chemistry_electroanalysis,atlas_chemical_sciences_analytical_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_electroanalysis_theoretical_foundations,atlas_chemical_sciences_analytical_chemistry_electroanalysis,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_electroanalysis_methods_and_instruments,atlas_chemical_sciences_analytical_chemistry_electroanalysis,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_electroanalysis_open_questions,atlas_chemical_sciences_analytical_chemistry_electroanalysis,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_electroanalysis_applications_and_implications,atlas_chemical_sciences_analytical_chemistry_electroanalysis,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_analytical_chemistry_chemical_sensors,atlas_chemical_sciences_analytical_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_chemical_sensors_theoretical_foundations,atlas_chemical_sciences_analytical_chemistry_chemical_sensors,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_chemical_sensors_methods_and_instruments,atlas_chemical_sciences_analytical_chemistry_chemical_sensors,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_chemical_sensors_open_questions,atlas_chemical_sciences_analytical_chemistry_chemical_sensors,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_chemical_sensors_applications_and_implication,atlas_chemical_sciences_analytical_chemistry_chemical_sensors,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_analytical_chemistry_trace_analysis,atlas_chemical_sciences_analytical_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_trace_analysis_theoretical_foundations,atlas_chemical_sciences_analytical_chemistry_trace_analysis,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_trace_analysis_methods_and_instruments,atlas_chemical_sciences_analytical_chemistry_trace_analysis,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_trace_analysis_open_questions,atlas_chemical_sciences_analytical_chemistry_trace_analysis,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_analytical_chemistry_trace_analysis_applications_and_implications,atlas_chemical_sciences_analytical_chemistry_trace_analysis,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_analytical_chemistry_mass_spectrometry,atlas_chemical_sciences_analytical_chemistry_chromatography,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_analytical_chemistry_chromatography,atlas_chemical_sciences_analytical_chemistry_electroanalysis,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_analytical_chemistry_electroanalysis,atlas_chemical_sciences_analytical_chemistry_chemical_sensors,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_analytical_chemistry_chemical_sensors,atlas_chemical_sciences_analytical_chemistry_trace_analysis,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_theoretical_chemistry,atlas_chemical_sciences_domain,structure,part_of,0.96,true,structure,atlas taxonomy
quantum_chemistry,atlas_chemical_sciences_theoretical_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_quantum_chemistry_theoretical_foundations,quantum_chemistry,association,formalizes,0.82,true,association,atlas taxonomy
atlas_quantum_chemistry_methods_and_instruments,quantum_chemistry,association,method_for,0.82,true,association,atlas taxonomy
atlas_quantum_chemistry_open_questions,quantum_chemistry,association,investigates,0.72,true,association,atlas taxonomy
atlas_quantum_chemistry_applications_and_implications,quantum_chemistry,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_theoretical_chemistry_electronic_structure,atlas_chemical_sciences_theoretical_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_theoretical_chemistry_electronic_structure_theoretical_foundations,atlas_chemical_sciences_theoretical_chemistry_electronic_structure,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_theoretical_chemistry_electronic_structure_methods_and_instruments,atlas_chemical_sciences_theoretical_chemistry_electronic_structure,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_theoretical_chemistry_electronic_structure_open_questions,atlas_chemical_sciences_theoretical_chemistry_electronic_structure,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_theoretical_chemistry_electronic_structure_applications_and_implic,atlas_chemical_sciences_theoretical_chemistry_electronic_structure,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_theoretical_chemistry_molecular_simulation,atlas_chemical_sciences_theoretical_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_theoretical_chemistry_molecular_simulation_theoretical_foundations,atlas_chemical_sciences_theoretical_chemistry_molecular_simulation,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_theoretical_chemistry_molecular_simulation_methods_and_instruments,atlas_chemical_sciences_theoretical_chemistry_molecular_simulation,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_theoretical_chemistry_molecular_simulation_open_questions,atlas_chemical_sciences_theoretical_chemistry_molecular_simulation,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_theoretical_chemistry_molecular_simulation_applications_and_implic,atlas_chemical_sciences_theoretical_chemistry_molecular_simulation,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_theoretical_chemistry_statistical_thermodynamics,atlas_chemical_sciences_theoretical_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_theoretical_chemistry_statistical_thermodynamics_theoretical_found,atlas_chemical_sciences_theoretical_chemistry_statistical_thermodynamics,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_theoretical_chemistry_statistical_thermodynamics_methods_and_instr,atlas_chemical_sciences_theoretical_chemistry_statistical_thermodynamics,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_theoretical_chemistry_statistical_thermodynamics_open_questions,atlas_chemical_sciences_theoretical_chemistry_statistical_thermodynamics,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_theoretical_chemistry_statistical_thermodynamics_applications_and_,atlas_chemical_sciences_theoretical_chemistry_statistical_thermodynamics,application,application_of,0.82,true,application,atlas taxonomy
atlas_chemical_sciences_theoretical_chemistry_chemical_informatics,atlas_chemical_sciences_theoretical_chemistry,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_chemical_sciences_theoretical_chemistry_chemical_informatics_theoretical_foundations,atlas_chemical_sciences_theoretical_chemistry_chemical_informatics,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_theoretical_chemistry_chemical_informatics_methods_and_instruments,atlas_chemical_sciences_theoretical_chemistry_chemical_informatics,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_theoretical_chemistry_chemical_informatics_open_questions,atlas_chemical_sciences_theoretical_chemistry_chemical_informatics,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_chemical_sciences_theoretical_chemistry_chemical_informatics_applications_and_implic,atlas_chemical_sciences_theoretical_chemistry_chemical_informatics,application,application_of,0.82,true,application,atlas taxonomy
quantum_chemistry,atlas_chemical_sciences_theoretical_chemistry_electronic_structure,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_theoretical_chemistry_electronic_structure,atlas_chemical_sciences_theoretical_chemistry_molecular_simulation,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_theoretical_chemistry_molecular_simulation,atlas_chemical_sciences_theoretical_chemistry_statistical_thermodynamics,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_theoretical_chemistry_statistical_thermodynamics,atlas_chemical_sciences_theoretical_chemistry_chemical_informatics,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_chemical_sciences_physical_chemistry,organic_chemistry,interaction,related_to,0.66,false,interaction,atlas taxonomy
organic_chemistry,atlas_chemical_sciences_inorganic_chemistry,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_chemical_sciences_inorganic_chemistry,atlas_chemical_sciences_analytical_chemistry,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_chemical_sciences_analytical_chemistry,atlas_chemical_sciences_theoretical_chemistry,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_landmark_le_chatelier_principle,atlas_chemical_sciences_domain,structure,part_of,0.93,true,structure,named landmark
atlas_landmark_periodic_law,atlas_chemical_sciences_domain,structure,part_of,0.93,true,structure,named landmark
atlas_landmark_valence_bond_theory,atlas_chemical_sciences_domain,structure,part_of,0.93,true,structure,named landmark
atlas_landmark_molecular_orbital_theory,atlas_chemical_sciences_domain,structure,part_of,0.93,true,structure,named landmark
atlas_landmark_transition_state_theory,atlas_chemical_sciences_domain,structure,part_of,0.93,true,structure,named landmark
atlas_frontier_autonomous_chemical_laboratories,atlas_chemical_sciences_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_mechanochemistry,atlas_chemical_sciences_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_electrocatalytic_carbon_conversion,atlas_chemical_sciences_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_molecular_machines,atlas_chemical_sciences_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_green_ammonia_synthesis,atlas_chemical_sciences_domain,association,investigates,0.7,true,association,frontier watch
