source,target,relation,relation_detail,weight,directed,relation_family,provenance
atlas_atlas_public_population_health_epidemiology_causal_epidemiology_open_questions,atlas_public_population_health_epidemiology_causal_epidemiology,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_epidemiology_causal_epidemiology_applications_and_implicati,atlas_public_population_health_epidemiology_causal_epidemiology,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_epidemiology_surveillance,epidemiology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_epidemiology_surveillance_theoretical_foundations,atlas_public_population_health_epidemiology_surveillance,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_epidemiology_surveillance_methods_and_instruments,atlas_public_population_health_epidemiology_surveillance,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_epidemiology_surveillance_open_questions,atlas_public_population_health_epidemiology_surveillance,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_epidemiology_surveillance_applications_and_implications,atlas_public_population_health_epidemiology_surveillance,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_epidemiology_infectious_disease_epidemiology,atlas_public_population_health_epidemiology_chronic_disease_epidemiology,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_epidemiology_chronic_disease_epidemiology,atlas_public_population_health_epidemiology_molecular_epidemiology,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_epidemiology_molecular_epidemiology,atlas_public_population_health_epidemiology_causal_epidemiology,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_epidemiology_causal_epidemiology,atlas_public_population_health_epidemiology_surveillance,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_global_health,atlas_public_population_health_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_public_population_health_global_health_health_systems,atlas_public_population_health_global_health,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_global_health_health_systems_theoretical_foundations,atlas_public_population_health_global_health_health_systems,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_global_health_health_systems_methods_and_instruments,atlas_public_population_health_global_health_health_systems,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_global_health_health_systems_open_questions,atlas_public_population_health_global_health_health_systems,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_global_health_health_systems_applications_and_implications,atlas_public_population_health_global_health_health_systems,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_global_health_maternal_and_child_health,atlas_public_population_health_global_health,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_global_health_maternal_and_child_health_theoretical_foundat,atlas_public_population_health_global_health_maternal_and_child_health,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_global_health_maternal_and_child_health_methods_and_instrum,atlas_public_population_health_global_health_maternal_and_child_health,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_global_health_maternal_and_child_health_open_questions,atlas_public_population_health_global_health_maternal_and_child_health,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_global_health_maternal_and_child_health_applications_and_im,atlas_public_population_health_global_health_maternal_and_child_health,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_global_health_neglected_diseases,atlas_public_population_health_global_health,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_global_health_neglected_diseases_theoretical_foundations,atlas_public_population_health_global_health_neglected_diseases,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_global_health_neglected_diseases_methods_and_instruments,atlas_public_population_health_global_health_neglected_diseases,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_global_health_neglected_diseases_open_questions,atlas_public_population_health_global_health_neglected_diseases,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_global_health_neglected_diseases_applications_and_implicati,atlas_public_population_health_global_health_neglected_diseases,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_global_health_health_equity,atlas_public_population_health_global_health,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_global_health_health_equity_theoretical_foundations,atlas_public_population_health_global_health_health_equity,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_global_health_health_equity_methods_and_instruments,atlas_public_population_health_global_health_health_equity,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_global_health_health_equity_open_questions,atlas_public_population_health_global_health_health_equity,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_global_health_health_equity_applications_and_implications,atlas_public_population_health_global_health_health_equity,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_global_health_pandemic_preparedness,atlas_public_population_health_global_health,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_global_health_pandemic_preparedness_theoretical_foundations,atlas_public_population_health_global_health_pandemic_preparedness,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_global_health_pandemic_preparedness_methods_and_instruments,atlas_public_population_health_global_health_pandemic_preparedness,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_global_health_pandemic_preparedness_open_questions,atlas_public_population_health_global_health_pandemic_preparedness,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_global_health_pandemic_preparedness_applications_and_implic,atlas_public_population_health_global_health_pandemic_preparedness,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_global_health_health_systems,atlas_public_population_health_global_health_maternal_and_child_health,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_global_health_maternal_and_child_health,atlas_public_population_health_global_health_neglected_diseases,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_global_health_neglected_diseases,atlas_public_population_health_global_health_health_equity,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_global_health_health_equity,atlas_public_population_health_global_health_pandemic_preparedness,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_environmental_health,atlas_public_population_health_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_public_population_health_environmental_health_occupational_health,atlas_public_population_health_environmental_health,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_occupational_health_theoretical_founda,atlas_public_population_health_environmental_health_occupational_health,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_occupational_health_methods_and_instru,atlas_public_population_health_environmental_health_occupational_health,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_occupational_health_open_questions,atlas_public_population_health_environmental_health_occupational_health,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_occupational_health_applications_and_i,atlas_public_population_health_environmental_health_occupational_health,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_environmental_health_exposure_science,atlas_public_population_health_environmental_health,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_exposure_science_theoretical_foundatio,atlas_public_population_health_environmental_health_exposure_science,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_exposure_science_methods_and_instrumen,atlas_public_population_health_environmental_health_exposure_science,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_exposure_science_open_questions,atlas_public_population_health_environmental_health_exposure_science,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_exposure_science_applications_and_impl,atlas_public_population_health_environmental_health_exposure_science,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_environmental_health_toxicology,atlas_public_population_health_environmental_health,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_toxicology_theoretical_foundations,atlas_public_population_health_environmental_health_toxicology,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_toxicology_methods_and_instruments,atlas_public_population_health_environmental_health_toxicology,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_toxicology_open_questions,atlas_public_population_health_environmental_health_toxicology,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_toxicology_applications_and_implicatio,atlas_public_population_health_environmental_health_toxicology,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_environmental_health_climate_and_health,atlas_public_population_health_environmental_health,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_climate_and_health_theoretical_foundat,atlas_public_population_health_environmental_health_climate_and_health,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_climate_and_health_methods_and_instrum,atlas_public_population_health_environmental_health_climate_and_health,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_climate_and_health_open_questions,atlas_public_population_health_environmental_health_climate_and_health,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_climate_and_health_applications_and_im,atlas_public_population_health_environmental_health_climate_and_health,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_environmental_health_urban_health,atlas_public_population_health_environmental_health,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_urban_health_theoretical_foundations,atlas_public_population_health_environmental_health_urban_health,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_urban_health_methods_and_instruments,atlas_public_population_health_environmental_health_urban_health,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_urban_health_open_questions,atlas_public_population_health_environmental_health_urban_health,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_environmental_health_urban_health_applications_and_implicat,atlas_public_population_health_environmental_health_urban_health,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_environmental_health_occupational_health,atlas_public_population_health_environmental_health_exposure_science,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_environmental_health_exposure_science,atlas_public_population_health_environmental_health_toxicology,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_environmental_health_toxicology,atlas_public_population_health_environmental_health_climate_and_health,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_environmental_health_climate_and_health,atlas_public_population_health_environmental_health_urban_health,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_biostatistics,atlas_public_population_health_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_public_population_health_biostatistics_clinical_trials,atlas_public_population_health_biostatistics,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_clinical_trials_theoretical_foundations,atlas_public_population_health_biostatistics_clinical_trials,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_clinical_trials_methods_and_instruments,atlas_public_population_health_biostatistics_clinical_trials,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_clinical_trials_open_questions,atlas_public_population_health_biostatistics_clinical_trials,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_clinical_trials_applications_and_implications,atlas_public_population_health_biostatistics_clinical_trials,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_biostatistics_survival_analysis,atlas_public_population_health_biostatistics,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_survival_analysis_theoretical_foundations,atlas_public_population_health_biostatistics_survival_analysis,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_survival_analysis_methods_and_instruments,atlas_public_population_health_biostatistics_survival_analysis,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_survival_analysis_open_questions,atlas_public_population_health_biostatistics_survival_analysis,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_survival_analysis_applications_and_implicatio,atlas_public_population_health_biostatistics_survival_analysis,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_biostatistics_longitudinal_studies,atlas_public_population_health_biostatistics,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_longitudinal_studies_theoretical_foundations,atlas_public_population_health_biostatistics_longitudinal_studies,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_longitudinal_studies_methods_and_instruments,atlas_public_population_health_biostatistics_longitudinal_studies,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_longitudinal_studies_open_questions,atlas_public_population_health_biostatistics_longitudinal_studies,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_longitudinal_studies_applications_and_implica,atlas_public_population_health_biostatistics_longitudinal_studies,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_biostatistics_meta_analysis,atlas_public_population_health_biostatistics,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_meta_analysis_theoretical_foundations,atlas_public_population_health_biostatistics_meta_analysis,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_meta_analysis_methods_and_instruments,atlas_public_population_health_biostatistics_meta_analysis,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_meta_analysis_open_questions,atlas_public_population_health_biostatistics_meta_analysis,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_meta_analysis_applications_and_implications,atlas_public_population_health_biostatistics_meta_analysis,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_biostatistics_missing_data_methods,atlas_public_population_health_biostatistics,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_missing_data_methods_theoretical_foundations,atlas_public_population_health_biostatistics_missing_data_methods,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_missing_data_methods_methods_and_instruments,atlas_public_population_health_biostatistics_missing_data_methods,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_missing_data_methods_open_questions,atlas_public_population_health_biostatistics_missing_data_methods,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_biostatistics_missing_data_methods_applications_and_implica,atlas_public_population_health_biostatistics_missing_data_methods,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_biostatistics_clinical_trials,atlas_public_population_health_biostatistics_survival_analysis,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_biostatistics_survival_analysis,atlas_public_population_health_biostatistics_longitudinal_studies,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_biostatistics_longitudinal_studies,atlas_public_population_health_biostatistics_meta_analysis,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_biostatistics_meta_analysis,atlas_public_population_health_biostatistics_missing_data_methods,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_health_policy,atlas_public_population_health_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_public_population_health_health_policy_health_economics,atlas_public_population_health_health_policy,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_health_policy_health_economics_theoretical_foundations,atlas_public_population_health_health_policy_health_economics,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_health_policy_health_economics_methods_and_instruments,atlas_public_population_health_health_policy_health_economics,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_health_policy_health_economics_open_questions,atlas_public_population_health_health_policy_health_economics,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_health_policy_health_economics_applications_and_implication,atlas_public_population_health_health_policy_health_economics,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_health_policy_implementation_science,atlas_public_population_health_health_policy,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_health_policy_implementation_science_theoretical_foundation,atlas_public_population_health_health_policy_implementation_science,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_health_policy_implementation_science_methods_and_instrument,atlas_public_population_health_health_policy_implementation_science,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_health_policy_implementation_science_open_questions,atlas_public_population_health_health_policy_implementation_science,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_health_policy_implementation_science_applications_and_impli,atlas_public_population_health_health_policy_implementation_science,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_health_policy_comparative_effectiveness,atlas_public_population_health_health_policy,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_health_policy_comparative_effectiveness_theoretical_foundat,atlas_public_population_health_health_policy_comparative_effectiveness,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_health_policy_comparative_effectiveness_methods_and_instrum,atlas_public_population_health_health_policy_comparative_effectiveness,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_health_policy_comparative_effectiveness_open_questions,atlas_public_population_health_health_policy_comparative_effectiveness,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_health_policy_comparative_effectiveness_applications_and_im,atlas_public_population_health_health_policy_comparative_effectiveness,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_health_policy_quality_improvement,atlas_public_population_health_health_policy,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_health_policy_quality_improvement_theoretical_foundations,atlas_public_population_health_health_policy_quality_improvement,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_health_policy_quality_improvement_methods_and_instruments,atlas_public_population_health_health_policy_quality_improvement,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_health_policy_quality_improvement_open_questions,atlas_public_population_health_health_policy_quality_improvement,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_health_policy_quality_improvement_applications_and_implicat,atlas_public_population_health_health_policy_quality_improvement,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_health_policy_digital_health,atlas_public_population_health_health_policy,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_public_population_health_health_policy_digital_health_theoretical_foundations,atlas_public_population_health_health_policy_digital_health,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_health_policy_digital_health_methods_and_instruments,atlas_public_population_health_health_policy_digital_health,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_public_population_health_health_policy_digital_health_open_questions,atlas_public_population_health_health_policy_digital_health,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_public_population_health_health_policy_digital_health_applications_and_implications,atlas_public_population_health_health_policy_digital_health,application,application_of,0.82,true,application,atlas taxonomy
atlas_public_population_health_health_policy_health_economics,atlas_public_population_health_health_policy_implementation_science,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_health_policy_implementation_science,atlas_public_population_health_health_policy_comparative_effectiveness,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_health_policy_comparative_effectiveness,atlas_public_population_health_health_policy_quality_improvement,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_public_population_health_health_policy_quality_improvement,atlas_public_population_health_health_policy_digital_health,interaction,related_to,0.62,false,interaction,atlas taxonomy
epidemiology,atlas_public_population_health_global_health,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_public_population_health_global_health,atlas_public_population_health_environmental_health,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_public_population_health_environmental_health,atlas_public_population_health_biostatistics,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_public_population_health_biostatistics,atlas_public_population_health_health_policy,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_landmark_bradford_hill_considerations,atlas_public_population_health_domain,structure,part_of,0.93,true,structure,named landmark
atlas_frontier_pandemic_early_warning_systems,atlas_public_population_health_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_wastewater_epidemiology,atlas_public_population_health_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_long_covid_mechanisms,atlas_public_population_health_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_climate_health_attribution,atlas_public_population_health_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_digital_public_health_surveillance,atlas_public_population_health_domain,association,investigates,0.7,true,association,frontier watch
