source,target,relation,relation_detail,weight,directed,relation_family,provenance
atlas_science_studies_philosophy_of_science_causation,atlas_science_studies_philosophy_of_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_philosophy_of_science_causation_theoretical_foundations,atlas_science_studies_philosophy_of_science_causation,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_philosophy_of_science_causation_methods_and_instruments,atlas_science_studies_philosophy_of_science_causation,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_philosophy_of_science_causation_open_questions,atlas_science_studies_philosophy_of_science_causation,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_philosophy_of_science_causation_applications_and_implications,atlas_science_studies_philosophy_of_science_causation,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_philosophy_of_science_models_and_representation,atlas_science_studies_philosophy_of_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_philosophy_of_science_models_and_representation_theoretical_foundati,atlas_science_studies_philosophy_of_science_models_and_representation,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_philosophy_of_science_models_and_representation_methods_and_instrume,atlas_science_studies_philosophy_of_science_models_and_representation,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_philosophy_of_science_models_and_representation_open_questions,atlas_science_studies_philosophy_of_science_models_and_representation,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_philosophy_of_science_models_and_representation_applications_and_imp,atlas_science_studies_philosophy_of_science_models_and_representation,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_philosophy_of_science_scientific_explanation,atlas_science_studies_philosophy_of_science_confirmation_and_evidence,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_philosophy_of_science_confirmation_and_evidence,atlas_science_studies_philosophy_of_science_realism_and_anti_realism,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_philosophy_of_science_realism_and_anti_realism,atlas_science_studies_philosophy_of_science_causation,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_philosophy_of_science_causation,atlas_science_studies_philosophy_of_science_models_and_representation,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_history_of_science,atlas_science_studies_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_science_studies_history_of_science_ancient_science,atlas_science_studies_history_of_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_history_of_science_ancient_science_theoretical_foundations,atlas_science_studies_history_of_science_ancient_science,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_history_of_science_ancient_science_methods_and_instruments,atlas_science_studies_history_of_science_ancient_science,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_history_of_science_ancient_science_open_questions,atlas_science_studies_history_of_science_ancient_science,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_history_of_science_ancient_science_applications_and_implications,atlas_science_studies_history_of_science_ancient_science,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_history_of_science_scientific_revolution,atlas_science_studies_history_of_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_history_of_science_scientific_revolution_theoretical_foundations,atlas_science_studies_history_of_science_scientific_revolution,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_history_of_science_scientific_revolution_methods_and_instruments,atlas_science_studies_history_of_science_scientific_revolution,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_history_of_science_scientific_revolution_open_questions,atlas_science_studies_history_of_science_scientific_revolution,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_history_of_science_scientific_revolution_applications_and_implicatio,atlas_science_studies_history_of_science_scientific_revolution,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_history_of_science_history_of_medicine,atlas_science_studies_history_of_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_history_of_science_history_of_medicine_theoretical_foundations,atlas_science_studies_history_of_science_history_of_medicine,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_history_of_science_history_of_medicine_methods_and_instruments,atlas_science_studies_history_of_science_history_of_medicine,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_history_of_science_history_of_medicine_open_questions,atlas_science_studies_history_of_science_history_of_medicine,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_history_of_science_history_of_medicine_applications_and_implications,atlas_science_studies_history_of_science_history_of_medicine,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_history_of_science_history_of_technology,atlas_science_studies_history_of_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_history_of_science_history_of_technology_theoretical_foundations,atlas_science_studies_history_of_science_history_of_technology,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_history_of_science_history_of_technology_methods_and_instruments,atlas_science_studies_history_of_science_history_of_technology,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_history_of_science_history_of_technology_open_questions,atlas_science_studies_history_of_science_history_of_technology,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_history_of_science_history_of_technology_applications_and_implicatio,atlas_science_studies_history_of_science_history_of_technology,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_history_of_science_global_histories_of_knowledge,atlas_science_studies_history_of_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_history_of_science_global_histories_of_knowledge_theoretical_foundat,atlas_science_studies_history_of_science_global_histories_of_knowledge,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_history_of_science_global_histories_of_knowledge_methods_and_instrum,atlas_science_studies_history_of_science_global_histories_of_knowledge,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_history_of_science_global_histories_of_knowledge_open_questions,atlas_science_studies_history_of_science_global_histories_of_knowledge,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_history_of_science_global_histories_of_knowledge_applications_and_im,atlas_science_studies_history_of_science_global_histories_of_knowledge,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_history_of_science_ancient_science,atlas_science_studies_history_of_science_scientific_revolution,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_history_of_science_scientific_revolution,atlas_science_studies_history_of_science_history_of_medicine,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_history_of_science_history_of_medicine,atlas_science_studies_history_of_science_history_of_technology,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_history_of_science_history_of_technology,atlas_science_studies_history_of_science_global_histories_of_knowledge,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_research_methodology,atlas_science_studies_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_science_studies_research_methodology_measurement,atlas_science_studies_research_methodology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_research_methodology_measurement_theoretical_foundations,atlas_science_studies_research_methodology_measurement,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_research_methodology_measurement_methods_and_instruments,atlas_science_studies_research_methodology_measurement,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_research_methodology_measurement_open_questions,atlas_science_studies_research_methodology_measurement,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_research_methodology_measurement_applications_and_implications,atlas_science_studies_research_methodology_measurement,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_research_methodology_experimental_inference,atlas_science_studies_research_methodology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_research_methodology_experimental_inference_theoretical_foundations,atlas_science_studies_research_methodology_experimental_inference,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_research_methodology_experimental_inference_methods_and_instruments,atlas_science_studies_research_methodology_experimental_inference,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_research_methodology_experimental_inference_open_questions,atlas_science_studies_research_methodology_experimental_inference,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_research_methodology_experimental_inference_applications_and_implica,atlas_science_studies_research_methodology_experimental_inference,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_research_methodology_replication,atlas_science_studies_research_methodology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_research_methodology_replication_theoretical_foundations,atlas_science_studies_research_methodology_replication,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_research_methodology_replication_methods_and_instruments,atlas_science_studies_research_methodology_replication,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_research_methodology_replication_open_questions,atlas_science_studies_research_methodology_replication,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_research_methodology_replication_applications_and_implications,atlas_science_studies_research_methodology_replication,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_research_methodology_open_science,atlas_science_studies_research_methodology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_research_methodology_open_science_theoretical_foundations,atlas_science_studies_research_methodology_open_science,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_research_methodology_open_science_methods_and_instruments,atlas_science_studies_research_methodology_open_science,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_research_methodology_open_science_open_questions,atlas_science_studies_research_methodology_open_science,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_research_methodology_open_science_applications_and_implications,atlas_science_studies_research_methodology_open_science,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_research_methodology_research_ethics,atlas_science_studies_research_methodology,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_research_methodology_research_ethics_theoretical_foundations,atlas_science_studies_research_methodology_research_ethics,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_research_methodology_research_ethics_methods_and_instruments,atlas_science_studies_research_methodology_research_ethics,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_research_methodology_research_ethics_open_questions,atlas_science_studies_research_methodology_research_ethics,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_research_methodology_research_ethics_applications_and_implications,atlas_science_studies_research_methodology_research_ethics,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_research_methodology_measurement,atlas_science_studies_research_methodology_experimental_inference,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_research_methodology_experimental_inference,atlas_science_studies_research_methodology_replication,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_research_methodology_replication,atlas_science_studies_research_methodology_open_science,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_research_methodology_open_science,atlas_science_studies_research_methodology_research_ethics,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_scientific_communication,atlas_science_studies_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_science_studies_scientific_communication_peer_review,atlas_science_studies_scientific_communication,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_peer_review_theoretical_foundations,atlas_science_studies_scientific_communication_peer_review,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_peer_review_methods_and_instruments,atlas_science_studies_scientific_communication_peer_review,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_peer_review_open_questions,atlas_science_studies_scientific_communication_peer_review,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_peer_review_applications_and_implications,atlas_science_studies_scientific_communication_peer_review,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_scientific_communication_scholarly_publishing,atlas_science_studies_scientific_communication,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_scholarly_publishing_theoretical_foundation,atlas_science_studies_scientific_communication_scholarly_publishing,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_scholarly_publishing_methods_and_instrument,atlas_science_studies_scientific_communication_scholarly_publishing,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_scholarly_publishing_open_questions,atlas_science_studies_scientific_communication_scholarly_publishing,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_scholarly_publishing_applications_and_impli,atlas_science_studies_scientific_communication_scholarly_publishing,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_scientific_communication_data_sharing,atlas_science_studies_scientific_communication,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_data_sharing_theoretical_foundations,atlas_science_studies_scientific_communication_data_sharing,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_data_sharing_methods_and_instruments,atlas_science_studies_scientific_communication_data_sharing,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_data_sharing_open_questions,atlas_science_studies_scientific_communication_data_sharing,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_data_sharing_applications_and_implications,atlas_science_studies_scientific_communication_data_sharing,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_scientific_communication_science_journalism,atlas_science_studies_scientific_communication,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_science_journalism_theoretical_foundations,atlas_science_studies_scientific_communication_science_journalism,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_science_journalism_methods_and_instruments,atlas_science_studies_scientific_communication_science_journalism,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_science_journalism_open_questions,atlas_science_studies_scientific_communication_science_journalism,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_science_journalism_applications_and_implica,atlas_science_studies_scientific_communication_science_journalism,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_scientific_communication_public_understanding_of_science,atlas_science_studies_scientific_communication,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_public_understanding_of_science_theoretical,atlas_science_studies_scientific_communication_public_understanding_of_science,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_public_understanding_of_science_methods_and,atlas_science_studies_scientific_communication_public_understanding_of_science,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_public_understanding_of_science_open_questi,atlas_science_studies_scientific_communication_public_understanding_of_science,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_scientific_communication_public_understanding_of_science_application,atlas_science_studies_scientific_communication_public_understanding_of_science,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_scientific_communication_peer_review,atlas_science_studies_scientific_communication_scholarly_publishing,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_scientific_communication_scholarly_publishing,atlas_science_studies_scientific_communication_data_sharing,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_scientific_communication_data_sharing,atlas_science_studies_scientific_communication_science_journalism,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_scientific_communication_science_journalism,atlas_science_studies_scientific_communication_public_understanding_of_science,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_responsible_innovation,atlas_science_studies_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_science_studies_responsible_innovation_technology_assessment,atlas_science_studies_responsible_innovation,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_technology_assessment_theoretical_foundations,atlas_science_studies_responsible_innovation_technology_assessment,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_technology_assessment_methods_and_instruments,atlas_science_studies_responsible_innovation_technology_assessment,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_technology_assessment_open_questions,atlas_science_studies_responsible_innovation_technology_assessment,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_technology_assessment_applications_and_implic,atlas_science_studies_responsible_innovation_technology_assessment,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_responsible_innovation_bioethics,atlas_science_studies_responsible_innovation,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_bioethics_theoretical_foundations,atlas_science_studies_responsible_innovation_bioethics,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_bioethics_methods_and_instruments,atlas_science_studies_responsible_innovation_bioethics,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_bioethics_open_questions,atlas_science_studies_responsible_innovation_bioethics,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_bioethics_applications_and_implications,atlas_science_studies_responsible_innovation_bioethics,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_responsible_innovation_ai_ethics,atlas_science_studies_responsible_innovation,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_ai_ethics_theoretical_foundations,atlas_science_studies_responsible_innovation_ai_ethics,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_ai_ethics_methods_and_instruments,atlas_science_studies_responsible_innovation_ai_ethics,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_ai_ethics_open_questions,atlas_science_studies_responsible_innovation_ai_ethics,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_ai_ethics_applications_and_implications,atlas_science_studies_responsible_innovation_ai_ethics,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_responsible_innovation_environmental_ethics,atlas_science_studies_responsible_innovation,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_environmental_ethics_theoretical_foundations,atlas_science_studies_responsible_innovation_environmental_ethics,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_environmental_ethics_methods_and_instruments,atlas_science_studies_responsible_innovation_environmental_ethics,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_environmental_ethics_open_questions,atlas_science_studies_responsible_innovation_environmental_ethics,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_environmental_ethics_applications_and_implica,atlas_science_studies_responsible_innovation_environmental_ethics,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_responsible_innovation_participatory_science,atlas_science_studies_responsible_innovation,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_participatory_science_theoretical_foundations,atlas_science_studies_responsible_innovation_participatory_science,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_participatory_science_methods_and_instruments,atlas_science_studies_responsible_innovation_participatory_science,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_participatory_science_open_questions,atlas_science_studies_responsible_innovation_participatory_science,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_science_studies_responsible_innovation_participatory_science_applications_and_implic,atlas_science_studies_responsible_innovation_participatory_science,application,application_of,0.82,true,application,atlas taxonomy
atlas_science_studies_responsible_innovation_technology_assessment,atlas_science_studies_responsible_innovation_bioethics,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_responsible_innovation_bioethics,atlas_science_studies_responsible_innovation_ai_ethics,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_responsible_innovation_ai_ethics,atlas_science_studies_responsible_innovation_environmental_ethics,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_responsible_innovation_environmental_ethics,atlas_science_studies_responsible_innovation_participatory_science,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_science_studies_philosophy_of_science,atlas_science_studies_history_of_science,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_science_studies_history_of_science,atlas_science_studies_research_methodology,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_science_studies_research_methodology,atlas_science_studies_scientific_communication,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_science_studies_scientific_communication,atlas_science_studies_responsible_innovation,interaction,related_to,0.66,false,interaction,atlas taxonomy
