source,target,relation,relation_detail,weight,directed,relation_family,provenance
atlas_atlas_environment_ecology_ecosystem_science_nutrient_cycles_applications_and_implications,atlas_environment_ecology_ecosystem_science_nutrient_cycles,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_ecosystem_science_disturbance_ecology,atlas_environment_ecology_ecosystem_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_ecosystem_science_disturbance_ecology_theoretical_foundations,atlas_environment_ecology_ecosystem_science_disturbance_ecology,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_ecosystem_science_disturbance_ecology_methods_and_instruments,atlas_environment_ecology_ecosystem_science_disturbance_ecology,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_ecosystem_science_disturbance_ecology_open_questions,atlas_environment_ecology_ecosystem_science_disturbance_ecology,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_ecosystem_science_disturbance_ecology_applications_and_implicati,atlas_environment_ecology_ecosystem_science_disturbance_ecology,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_ecosystem_science_restoration_ecology,atlas_environment_ecology_ecosystem_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_ecosystem_science_restoration_ecology_theoretical_foundations,atlas_environment_ecology_ecosystem_science_restoration_ecology,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_ecosystem_science_restoration_ecology_methods_and_instruments,atlas_environment_ecology_ecosystem_science_restoration_ecology,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_ecosystem_science_restoration_ecology_open_questions,atlas_environment_ecology_ecosystem_science_restoration_ecology,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_ecosystem_science_restoration_ecology_applications_and_implicati,atlas_environment_ecology_ecosystem_science_restoration_ecology,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_ecosystem_science_food_webs,atlas_environment_ecology_ecosystem_science_ecosystem_productivity,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_ecosystem_science_ecosystem_productivity,atlas_environment_ecology_ecosystem_science_nutrient_cycles,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_ecosystem_science_nutrient_cycles,atlas_environment_ecology_ecosystem_science_disturbance_ecology,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_ecosystem_science_disturbance_ecology,atlas_environment_ecology_ecosystem_science_restoration_ecology,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_biodiversity,atlas_environment_ecology_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_environment_ecology_biodiversity_species_diversity,atlas_environment_ecology_biodiversity,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_species_diversity_theoretical_foundations,atlas_environment_ecology_biodiversity_species_diversity,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_species_diversity_methods_and_instruments,atlas_environment_ecology_biodiversity_species_diversity,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_species_diversity_open_questions,atlas_environment_ecology_biodiversity_species_diversity,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_species_diversity_applications_and_implications,atlas_environment_ecology_biodiversity_species_diversity,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_biodiversity_functional_diversity,atlas_environment_ecology_biodiversity,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_functional_diversity_theoretical_foundations,atlas_environment_ecology_biodiversity_functional_diversity,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_functional_diversity_methods_and_instruments,atlas_environment_ecology_biodiversity_functional_diversity,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_functional_diversity_open_questions,atlas_environment_ecology_biodiversity_functional_diversity,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_functional_diversity_applications_and_implications,atlas_environment_ecology_biodiversity_functional_diversity,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_biodiversity_conservation_genetics,atlas_environment_ecology_biodiversity,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_conservation_genetics_theoretical_foundations,atlas_environment_ecology_biodiversity_conservation_genetics,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_conservation_genetics_methods_and_instruments,atlas_environment_ecology_biodiversity_conservation_genetics,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_conservation_genetics_open_questions,atlas_environment_ecology_biodiversity_conservation_genetics,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_conservation_genetics_applications_and_implications,atlas_environment_ecology_biodiversity_conservation_genetics,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_biodiversity_extinction_risk,atlas_environment_ecology_biodiversity,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_extinction_risk_theoretical_foundations,atlas_environment_ecology_biodiversity_extinction_risk,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_extinction_risk_methods_and_instruments,atlas_environment_ecology_biodiversity_extinction_risk,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_extinction_risk_open_questions,atlas_environment_ecology_biodiversity_extinction_risk,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_extinction_risk_applications_and_implications,atlas_environment_ecology_biodiversity_extinction_risk,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_biodiversity_protected_areas,atlas_environment_ecology_biodiversity,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_protected_areas_theoretical_foundations,atlas_environment_ecology_biodiversity_protected_areas,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_protected_areas_methods_and_instruments,atlas_environment_ecology_biodiversity_protected_areas,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_protected_areas_open_questions,atlas_environment_ecology_biodiversity_protected_areas,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_biodiversity_protected_areas_applications_and_implications,atlas_environment_ecology_biodiversity_protected_areas,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_biodiversity_species_diversity,atlas_environment_ecology_biodiversity_functional_diversity,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_biodiversity_functional_diversity,atlas_environment_ecology_biodiversity_conservation_genetics,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_biodiversity_conservation_genetics,atlas_environment_ecology_biodiversity_extinction_risk,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_biodiversity_extinction_risk,atlas_environment_ecology_biodiversity_protected_areas,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_pollution_science,atlas_environment_ecology_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_environment_ecology_pollution_science_air_pollution,atlas_environment_ecology_pollution_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_air_pollution_theoretical_foundations,atlas_environment_ecology_pollution_science_air_pollution,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_air_pollution_methods_and_instruments,atlas_environment_ecology_pollution_science_air_pollution,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_air_pollution_open_questions,atlas_environment_ecology_pollution_science_air_pollution,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_air_pollution_applications_and_implications,atlas_environment_ecology_pollution_science_air_pollution,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_pollution_science_water_contamination,atlas_environment_ecology_pollution_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_water_contamination_theoretical_foundations,atlas_environment_ecology_pollution_science_water_contamination,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_water_contamination_methods_and_instruments,atlas_environment_ecology_pollution_science_water_contamination,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_water_contamination_open_questions,atlas_environment_ecology_pollution_science_water_contamination,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_water_contamination_applications_and_implicati,atlas_environment_ecology_pollution_science_water_contamination,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_pollution_science_soil_pollution,atlas_environment_ecology_pollution_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_soil_pollution_theoretical_foundations,atlas_environment_ecology_pollution_science_soil_pollution,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_soil_pollution_methods_and_instruments,atlas_environment_ecology_pollution_science_soil_pollution,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_soil_pollution_open_questions,atlas_environment_ecology_pollution_science_soil_pollution,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_soil_pollution_applications_and_implications,atlas_environment_ecology_pollution_science_soil_pollution,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_pollution_science_plastic_pollution,atlas_environment_ecology_pollution_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_plastic_pollution_theoretical_foundations,atlas_environment_ecology_pollution_science_plastic_pollution,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_plastic_pollution_methods_and_instruments,atlas_environment_ecology_pollution_science_plastic_pollution,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_plastic_pollution_open_questions,atlas_environment_ecology_pollution_science_plastic_pollution,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_plastic_pollution_applications_and_implication,atlas_environment_ecology_pollution_science_plastic_pollution,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_pollution_science_ecotoxicology,atlas_environment_ecology_pollution_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_ecotoxicology_theoretical_foundations,atlas_environment_ecology_pollution_science_ecotoxicology,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_ecotoxicology_methods_and_instruments,atlas_environment_ecology_pollution_science_ecotoxicology,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_ecotoxicology_open_questions,atlas_environment_ecology_pollution_science_ecotoxicology,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_pollution_science_ecotoxicology_applications_and_implications,atlas_environment_ecology_pollution_science_ecotoxicology,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_pollution_science_air_pollution,atlas_environment_ecology_pollution_science_water_contamination,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_pollution_science_water_contamination,atlas_environment_ecology_pollution_science_soil_pollution,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_pollution_science_soil_pollution,atlas_environment_ecology_pollution_science_plastic_pollution,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_pollution_science_plastic_pollution,atlas_environment_ecology_pollution_science_ecotoxicology,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_environmental_systems,atlas_environment_ecology_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_environment_ecology_environmental_systems_land_use_change,atlas_environment_ecology_environmental_systems,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_land_use_change_theoretical_foundations,atlas_environment_ecology_environmental_systems_land_use_change,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_land_use_change_methods_and_instruments,atlas_environment_ecology_environmental_systems_land_use_change,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_land_use_change_open_questions,atlas_environment_ecology_environmental_systems_land_use_change,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_land_use_change_applications_and_implicati,atlas_environment_ecology_environmental_systems_land_use_change,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_environmental_systems_urban_ecology,atlas_environment_ecology_environmental_systems,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_urban_ecology_theoretical_foundations,atlas_environment_ecology_environmental_systems_urban_ecology,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_urban_ecology_methods_and_instruments,atlas_environment_ecology_environmental_systems_urban_ecology,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_urban_ecology_open_questions,atlas_environment_ecology_environmental_systems_urban_ecology,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_urban_ecology_applications_and_implication,atlas_environment_ecology_environmental_systems_urban_ecology,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_environmental_systems_freshwater_systems,atlas_environment_ecology_environmental_systems,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_freshwater_systems_theoretical_foundations,atlas_environment_ecology_environmental_systems_freshwater_systems,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_freshwater_systems_methods_and_instruments,atlas_environment_ecology_environmental_systems_freshwater_systems,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_freshwater_systems_open_questions,atlas_environment_ecology_environmental_systems_freshwater_systems,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_freshwater_systems_applications_and_implic,atlas_environment_ecology_environmental_systems_freshwater_systems,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_environmental_systems_biogeochemical_cycles,atlas_environment_ecology_environmental_systems,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_biogeochemical_cycles_theoretical_foundati,atlas_environment_ecology_environmental_systems_biogeochemical_cycles,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_biogeochemical_cycles_methods_and_instrume,atlas_environment_ecology_environmental_systems_biogeochemical_cycles,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_biogeochemical_cycles_open_questions,atlas_environment_ecology_environmental_systems_biogeochemical_cycles,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_biogeochemical_cycles_applications_and_imp,atlas_environment_ecology_environmental_systems_biogeochemical_cycles,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_environmental_systems_ecosystem_services,atlas_environment_ecology_environmental_systems,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_ecosystem_services_theoretical_foundations,atlas_environment_ecology_environmental_systems_ecosystem_services,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_ecosystem_services_methods_and_instruments,atlas_environment_ecology_environmental_systems_ecosystem_services,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_ecosystem_services_open_questions,atlas_environment_ecology_environmental_systems_ecosystem_services,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_environmental_systems_ecosystem_services_applications_and_implic,atlas_environment_ecology_environmental_systems_ecosystem_services,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_environmental_systems_land_use_change,atlas_environment_ecology_environmental_systems_urban_ecology,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_environmental_systems_urban_ecology,atlas_environment_ecology_environmental_systems_freshwater_systems,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_environmental_systems_freshwater_systems,atlas_environment_ecology_environmental_systems_biogeochemical_cycles,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_environmental_systems_biogeochemical_cycles,atlas_environment_ecology_environmental_systems_ecosystem_services,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_sustainability_science,atlas_environment_ecology_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_environment_ecology_sustainability_science_circular_economy,atlas_environment_ecology_sustainability_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_circular_economy_theoretical_foundations,atlas_environment_ecology_sustainability_science_circular_economy,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_circular_economy_methods_and_instruments,atlas_environment_ecology_sustainability_science_circular_economy,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_circular_economy_open_questions,atlas_environment_ecology_sustainability_science_circular_economy,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_circular_economy_applications_and_implica,atlas_environment_ecology_sustainability_science_circular_economy,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_sustainability_science_life_cycle_assessment,atlas_environment_ecology_sustainability_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_life_cycle_assessment_theoretical_foundat,atlas_environment_ecology_sustainability_science_life_cycle_assessment,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_life_cycle_assessment_methods_and_instrum,atlas_environment_ecology_sustainability_science_life_cycle_assessment,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_life_cycle_assessment_open_questions,atlas_environment_ecology_sustainability_science_life_cycle_assessment,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_life_cycle_assessment_applications_and_im,atlas_environment_ecology_sustainability_science_life_cycle_assessment,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_sustainability_science_environmental_justice,atlas_environment_ecology_sustainability_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_environmental_justice_theoretical_foundat,atlas_environment_ecology_sustainability_science_environmental_justice,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_environmental_justice_methods_and_instrum,atlas_environment_ecology_sustainability_science_environmental_justice,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_environmental_justice_open_questions,atlas_environment_ecology_sustainability_science_environmental_justice,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_environmental_justice_applications_and_im,atlas_environment_ecology_sustainability_science_environmental_justice,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_sustainability_science_resource_governance,atlas_environment_ecology_sustainability_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_resource_governance_theoretical_foundatio,atlas_environment_ecology_sustainability_science_resource_governance,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_resource_governance_methods_and_instrumen,atlas_environment_ecology_sustainability_science_resource_governance,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_resource_governance_open_questions,atlas_environment_ecology_sustainability_science_resource_governance,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_resource_governance_applications_and_impl,atlas_environment_ecology_sustainability_science_resource_governance,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_sustainability_science_planetary_boundaries,atlas_environment_ecology_sustainability_science,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_planetary_boundaries_theoretical_foundati,atlas_environment_ecology_sustainability_science_planetary_boundaries,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_planetary_boundaries_methods_and_instrume,atlas_environment_ecology_sustainability_science_planetary_boundaries,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_planetary_boundaries_open_questions,atlas_environment_ecology_sustainability_science_planetary_boundaries,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_environment_ecology_sustainability_science_planetary_boundaries_applications_and_imp,atlas_environment_ecology_sustainability_science_planetary_boundaries,application,application_of,0.82,true,application,atlas taxonomy
atlas_environment_ecology_sustainability_science_circular_economy,atlas_environment_ecology_sustainability_science_life_cycle_assessment,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_sustainability_science_life_cycle_assessment,atlas_environment_ecology_sustainability_science_environmental_justice,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_sustainability_science_environmental_justice,atlas_environment_ecology_sustainability_science_resource_governance,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_sustainability_science_resource_governance,atlas_environment_ecology_sustainability_science_planetary_boundaries,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_environment_ecology_ecosystem_science,atlas_environment_ecology_biodiversity,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_environment_ecology_biodiversity,atlas_environment_ecology_pollution_science,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_environment_ecology_pollution_science,atlas_environment_ecology_environmental_systems,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_environment_ecology_environmental_systems,atlas_environment_ecology_sustainability_science,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_landmark_gaia_hypothesis,atlas_environment_ecology_domain,structure,part_of,0.93,true,structure,named landmark
atlas_frontier_planetary_boundary_interactions,atlas_environment_ecology_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_biodiversity_tipping_points,atlas_environment_ecology_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_microplastic_ecosystem_effects,atlas_environment_ecology_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_nature_based_climate_solutions,atlas_environment_ecology_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_environmental_dna_monitoring,atlas_environment_ecology_domain,association,investigates,0.7,true,association,frontier watch
