source,target,relation,relation_detail,weight,directed,relation_family,provenance
atlas_atlas_engineering_technology_electrical_engineering_control_systems_theoretical_foundation,atlas_engineering_technology_electrical_engineering_control_systems,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_electrical_engineering_control_systems_methods_and_instrument,atlas_engineering_technology_electrical_engineering_control_systems,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_electrical_engineering_control_systems_open_questions,atlas_engineering_technology_electrical_engineering_control_systems,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_electrical_engineering_control_systems_applications_and_impli,atlas_engineering_technology_electrical_engineering_control_systems,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_electrical_engineering_power_systems,atlas_engineering_technology_electrical_engineering,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_electrical_engineering_power_systems_theoretical_foundations,atlas_engineering_technology_electrical_engineering_power_systems,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_electrical_engineering_power_systems_methods_and_instruments,atlas_engineering_technology_electrical_engineering_power_systems,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_electrical_engineering_power_systems_open_questions,atlas_engineering_technology_electrical_engineering_power_systems,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_electrical_engineering_power_systems_applications_and_implica,atlas_engineering_technology_electrical_engineering_power_systems,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_electrical_engineering_circuits,atlas_engineering_technology_electrical_engineering_signal_processing,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_electrical_engineering_signal_processing,atlas_engineering_technology_electrical_engineering_communications,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_electrical_engineering_communications,atlas_engineering_technology_electrical_engineering_control_systems,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_electrical_engineering_control_systems,atlas_engineering_technology_electrical_engineering_power_systems,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_mechanical_engineering,atlas_engineering_technology_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_engineering_technology_mechanical_engineering_solid_mechanics,atlas_engineering_technology_mechanical_engineering,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_solid_mechanics_theoretical_foundation,atlas_engineering_technology_mechanical_engineering_solid_mechanics,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_solid_mechanics_methods_and_instrument,atlas_engineering_technology_mechanical_engineering_solid_mechanics,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_solid_mechanics_open_questions,atlas_engineering_technology_mechanical_engineering_solid_mechanics,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_solid_mechanics_applications_and_impli,atlas_engineering_technology_mechanical_engineering_solid_mechanics,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_mechanical_engineering_thermofluids,atlas_engineering_technology_mechanical_engineering,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_thermofluids_theoretical_foundations,atlas_engineering_technology_mechanical_engineering_thermofluids,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_thermofluids_methods_and_instruments,atlas_engineering_technology_mechanical_engineering_thermofluids,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_thermofluids_open_questions,atlas_engineering_technology_mechanical_engineering_thermofluids,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_thermofluids_applications_and_implicat,atlas_engineering_technology_mechanical_engineering_thermofluids,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_mechanical_engineering_design_engineering,atlas_engineering_technology_mechanical_engineering,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_design_engineering_theoretical_foundat,atlas_engineering_technology_mechanical_engineering_design_engineering,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_design_engineering_methods_and_instrum,atlas_engineering_technology_mechanical_engineering_design_engineering,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_design_engineering_open_questions,atlas_engineering_technology_mechanical_engineering_design_engineering,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_design_engineering_applications_and_im,atlas_engineering_technology_mechanical_engineering_design_engineering,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_mechanical_engineering_manufacturing,atlas_engineering_technology_mechanical_engineering,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_manufacturing_theoretical_foundations,atlas_engineering_technology_mechanical_engineering_manufacturing,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_manufacturing_methods_and_instruments,atlas_engineering_technology_mechanical_engineering_manufacturing,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_manufacturing_open_questions,atlas_engineering_technology_mechanical_engineering_manufacturing,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_manufacturing_applications_and_implica,atlas_engineering_technology_mechanical_engineering_manufacturing,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_mechanical_engineering_tribology,atlas_engineering_technology_mechanical_engineering,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_tribology_theoretical_foundations,atlas_engineering_technology_mechanical_engineering_tribology,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_tribology_methods_and_instruments,atlas_engineering_technology_mechanical_engineering_tribology,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_tribology_open_questions,atlas_engineering_technology_mechanical_engineering_tribology,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_mechanical_engineering_tribology_applications_and_implication,atlas_engineering_technology_mechanical_engineering_tribology,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_mechanical_engineering_solid_mechanics,atlas_engineering_technology_mechanical_engineering_thermofluids,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_mechanical_engineering_thermofluids,atlas_engineering_technology_mechanical_engineering_design_engineering,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_mechanical_engineering_design_engineering,atlas_engineering_technology_mechanical_engineering_manufacturing,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_mechanical_engineering_manufacturing,atlas_engineering_technology_mechanical_engineering_tribology,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_civil_engineering,atlas_engineering_technology_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_engineering_technology_civil_engineering_structural_engineering,atlas_engineering_technology_civil_engineering,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_structural_engineering_theoretical_foundati,atlas_engineering_technology_civil_engineering_structural_engineering,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_structural_engineering_methods_and_instrume,atlas_engineering_technology_civil_engineering_structural_engineering,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_structural_engineering_open_questions,atlas_engineering_technology_civil_engineering_structural_engineering,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_structural_engineering_applications_and_imp,atlas_engineering_technology_civil_engineering_structural_engineering,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_civil_engineering_geotechnical_engineering,atlas_engineering_technology_civil_engineering,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_geotechnical_engineering_theoretical_founda,atlas_engineering_technology_civil_engineering_geotechnical_engineering,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_geotechnical_engineering_methods_and_instru,atlas_engineering_technology_civil_engineering_geotechnical_engineering,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_geotechnical_engineering_open_questions,atlas_engineering_technology_civil_engineering_geotechnical_engineering,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_geotechnical_engineering_applications_and_i,atlas_engineering_technology_civil_engineering_geotechnical_engineering,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_civil_engineering_transportation,atlas_engineering_technology_civil_engineering,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_transportation_theoretical_foundations,atlas_engineering_technology_civil_engineering_transportation,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_transportation_methods_and_instruments,atlas_engineering_technology_civil_engineering_transportation,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_transportation_open_questions,atlas_engineering_technology_civil_engineering_transportation,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_transportation_applications_and_implication,atlas_engineering_technology_civil_engineering_transportation,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_civil_engineering_water_resources,atlas_engineering_technology_civil_engineering,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_water_resources_theoretical_foundations,atlas_engineering_technology_civil_engineering_water_resources,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_water_resources_methods_and_instruments,atlas_engineering_technology_civil_engineering_water_resources,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_water_resources_open_questions,atlas_engineering_technology_civil_engineering_water_resources,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_water_resources_applications_and_implicatio,atlas_engineering_technology_civil_engineering_water_resources,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_civil_engineering_construction_science,atlas_engineering_technology_civil_engineering,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_construction_science_theoretical_foundation,atlas_engineering_technology_civil_engineering_construction_science,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_construction_science_methods_and_instrument,atlas_engineering_technology_civil_engineering_construction_science,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_construction_science_open_questions,atlas_engineering_technology_civil_engineering_construction_science,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_civil_engineering_construction_science_applications_and_impli,atlas_engineering_technology_civil_engineering_construction_science,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_civil_engineering_structural_engineering,atlas_engineering_technology_civil_engineering_geotechnical_engineering,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_civil_engineering_geotechnical_engineering,atlas_engineering_technology_civil_engineering_transportation,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_civil_engineering_transportation,atlas_engineering_technology_civil_engineering_water_resources,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_civil_engineering_water_resources,atlas_engineering_technology_civil_engineering_construction_science,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_chemical_engineering,atlas_engineering_technology_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_engineering_technology_chemical_engineering_transport_phenomena,atlas_engineering_technology_chemical_engineering,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_transport_phenomena_theoretical_foundati,atlas_engineering_technology_chemical_engineering_transport_phenomena,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_transport_phenomena_methods_and_instrume,atlas_engineering_technology_chemical_engineering_transport_phenomena,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_transport_phenomena_open_questions,atlas_engineering_technology_chemical_engineering_transport_phenomena,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_transport_phenomena_applications_and_imp,atlas_engineering_technology_chemical_engineering_transport_phenomena,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_chemical_engineering_reactor_design,atlas_engineering_technology_chemical_engineering,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_reactor_design_theoretical_foundations,atlas_engineering_technology_chemical_engineering_reactor_design,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_reactor_design_methods_and_instruments,atlas_engineering_technology_chemical_engineering_reactor_design,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_reactor_design_open_questions,atlas_engineering_technology_chemical_engineering_reactor_design,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_reactor_design_applications_and_implicat,atlas_engineering_technology_chemical_engineering_reactor_design,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_chemical_engineering_separations,atlas_engineering_technology_chemical_engineering,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_separations_theoretical_foundations,atlas_engineering_technology_chemical_engineering_separations,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_separations_methods_and_instruments,atlas_engineering_technology_chemical_engineering_separations,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_separations_open_questions,atlas_engineering_technology_chemical_engineering_separations,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_separations_applications_and_implication,atlas_engineering_technology_chemical_engineering_separations,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_chemical_engineering_process_control,atlas_engineering_technology_chemical_engineering,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_process_control_theoretical_foundations,atlas_engineering_technology_chemical_engineering_process_control,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_process_control_methods_and_instruments,atlas_engineering_technology_chemical_engineering_process_control,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_process_control_open_questions,atlas_engineering_technology_chemical_engineering_process_control,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_process_control_applications_and_implica,atlas_engineering_technology_chemical_engineering_process_control,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_chemical_engineering_industrial_catalysis,atlas_engineering_technology_chemical_engineering,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_industrial_catalysis_theoretical_foundat,atlas_engineering_technology_chemical_engineering_industrial_catalysis,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_industrial_catalysis_methods_and_instrum,atlas_engineering_technology_chemical_engineering_industrial_catalysis,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_industrial_catalysis_open_questions,atlas_engineering_technology_chemical_engineering_industrial_catalysis,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_chemical_engineering_industrial_catalysis_applications_and_im,atlas_engineering_technology_chemical_engineering_industrial_catalysis,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_chemical_engineering_transport_phenomena,atlas_engineering_technology_chemical_engineering_reactor_design,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_chemical_engineering_reactor_design,atlas_engineering_technology_chemical_engineering_separations,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_chemical_engineering_separations,atlas_engineering_technology_chemical_engineering_process_control,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_chemical_engineering_process_control,atlas_engineering_technology_chemical_engineering_industrial_catalysis,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_robotics_and_autonomous_systems,atlas_engineering_technology_domain,structure,part_of,0.96,true,structure,atlas taxonomy
atlas_engineering_technology_robotics_and_autonomous_systems_robot_perception,atlas_engineering_technology_robotics_and_autonomous_systems,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_robot_perception_theoretical_,atlas_engineering_technology_robotics_and_autonomous_systems_robot_perception,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_robot_perception_methods_and_,atlas_engineering_technology_robotics_and_autonomous_systems_robot_perception,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_robot_perception_open_questio,atlas_engineering_technology_robotics_and_autonomous_systems_robot_perception,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_robot_perception_applications,atlas_engineering_technology_robotics_and_autonomous_systems_robot_perception,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_robotics_and_autonomous_systems_motion_planning,atlas_engineering_technology_robotics_and_autonomous_systems,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_motion_planning_theoretical_f,atlas_engineering_technology_robotics_and_autonomous_systems_motion_planning,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_motion_planning_methods_and_i,atlas_engineering_technology_robotics_and_autonomous_systems_motion_planning,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_motion_planning_open_question,atlas_engineering_technology_robotics_and_autonomous_systems_motion_planning,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_motion_planning_applications_,atlas_engineering_technology_robotics_and_autonomous_systems_motion_planning,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_robotics_and_autonomous_systems_manipulation,atlas_engineering_technology_robotics_and_autonomous_systems,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_manipulation_theoretical_foun,atlas_engineering_technology_robotics_and_autonomous_systems_manipulation,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_manipulation_methods_and_inst,atlas_engineering_technology_robotics_and_autonomous_systems_manipulation,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_manipulation_open_questions,atlas_engineering_technology_robotics_and_autonomous_systems_manipulation,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_manipulation_applications_and,atlas_engineering_technology_robotics_and_autonomous_systems_manipulation,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_robotics_and_autonomous_systems_swarm_robotics,atlas_engineering_technology_robotics_and_autonomous_systems,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_swarm_robotics_theoretical_fo,atlas_engineering_technology_robotics_and_autonomous_systems_swarm_robotics,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_swarm_robotics_methods_and_in,atlas_engineering_technology_robotics_and_autonomous_systems_swarm_robotics,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_swarm_robotics_open_questions,atlas_engineering_technology_robotics_and_autonomous_systems_swarm_robotics,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_swarm_robotics_applications_a,atlas_engineering_technology_robotics_and_autonomous_systems_swarm_robotics,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_robotics_and_autonomous_systems_autonomous_vehicles,atlas_engineering_technology_robotics_and_autonomous_systems,structure,part_of,0.94,true,structure,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_autonomous_vehicles_theoretic,atlas_engineering_technology_robotics_and_autonomous_systems_autonomous_vehicles,association,formalizes,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_autonomous_vehicles_methods_a,atlas_engineering_technology_robotics_and_autonomous_systems_autonomous_vehicles,association,method_for,0.82,true,association,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_autonomous_vehicles_open_ques,atlas_engineering_technology_robotics_and_autonomous_systems_autonomous_vehicles,association,investigates,0.72,true,association,atlas taxonomy
atlas_atlas_engineering_technology_robotics_and_autonomous_systems_autonomous_vehicles_applicati,atlas_engineering_technology_robotics_and_autonomous_systems_autonomous_vehicles,application,application_of,0.82,true,application,atlas taxonomy
atlas_engineering_technology_robotics_and_autonomous_systems_robot_perception,atlas_engineering_technology_robotics_and_autonomous_systems_motion_planning,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_robotics_and_autonomous_systems_motion_planning,atlas_engineering_technology_robotics_and_autonomous_systems_manipulation,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_robotics_and_autonomous_systems_manipulation,atlas_engineering_technology_robotics_and_autonomous_systems_swarm_robotics,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_robotics_and_autonomous_systems_swarm_robotics,atlas_engineering_technology_robotics_and_autonomous_systems_autonomous_vehicles,interaction,related_to,0.62,false,interaction,atlas taxonomy
atlas_engineering_technology_electrical_engineering,atlas_engineering_technology_mechanical_engineering,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_engineering_technology_mechanical_engineering,atlas_engineering_technology_civil_engineering,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_engineering_technology_civil_engineering,atlas_engineering_technology_chemical_engineering,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_engineering_technology_chemical_engineering,atlas_engineering_technology_robotics_and_autonomous_systems,interaction,related_to,0.66,false,interaction,atlas taxonomy
atlas_frontier_digital_twins_for_engineering,atlas_engineering_technology_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_swarm_autonomy,atlas_engineering_technology_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_soft_robotics,atlas_engineering_technology_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_green_hydrogen_systems,atlas_engineering_technology_domain,association,investigates,0.7,true,association,frontier watch
atlas_frontier_negative_emission_process_engineering,atlas_engineering_technology_domain,association,investigates,0.7,true,association,frontier watch
